condition,seed,family,family_ko,signal,contributors,area_share,largest_blob_share,pieces,weighted_coverage,spread,has_territory
T5,3,MUSK,머스크·파우더리,18.49,72,0.0662,1.0,1,0.3926,0.962,False
T5,4,CITRUS,시트러스,17.65,76,0.135,1.0,1,0.5101,0.619,True
T5,4,FRUITY,프루티,11.45,54,0.0686,1.0,1,0.452,0.539,False
T5,4,FLORAL,플로럴,35.28,97,0.257,1.0,1,0.5878,0.679,True
T5,4,GREEN,그린·아로마틱,20.33,87,0.171,0.9886,2,0.4182,0.731,False
T5,4,AQUATIC,아쿠아틱,5.61,18,0.0329,0.8729,3,0.5716,0.717,True
T5,4,WOODY,우디,18.9,73,0.1214,1.0,1,0.4636,0.788,False
T5,4,AMBER,앰버·스파이시,14.09,60,0.0935,1.0,1,0.3993,0.724,False
T5,4,GOURMAND,구르망,18.31,62,0.0452,0.8704,2,0.3626,0.529,False
T5,4,MUSK,머스크·파우더리,18.49,72,0.0753,0.963,2,0.407,1.046,False
T6,42,CITRUS,시트러스,22.65,126,0.1393,1.0,1,0.3899,0.746,False
T6,42,FRUITY,프루티,14.88,92,0.1192,0.9158,2,0.4038,0.653,False
T6,42,FLORAL,플로럴,39.28,138,0.2137,0.9821,2,0.507,0.78,True
T6,42,GREEN,그린·아로마틱,24.32,124,0.1411,0.7555,3,0.3463,0.758,False
T6,42,AQUATIC,아쿠아틱,6.94,33,0.0454,1.0,1,0.5459,0.843,True
T6,42,WOODY,우디,24.41,129,0.0858,0.9851,1,0.3173,0.867,False
T6,42,AMBER,앰버·스파이시,20.73,127,0.1458,0.8335,3,0.3229,0.832,False
T6,42,GOURMAND,구르망,22.67,108,0.0496,0.9743,2,0.2788,0.701,False
T6,42,MUSK,머스크·파우더리,24.12,139,0.06,0.997,1,0.312,1.013,False
T6,1,CITRUS,시트러스,22.65,126,0.1448,1.0,1,0.3974,0.815,False
T6,1,FRUITY,프루티,14.88,92,0.0814,1.0,1,0.3242,0.656,False
T6,1,FLORAL,플로럴,39.28,138,0.2422,0.9988,1,0.5333,0.821,True
T6,1,GREEN,그린·아로마틱,24.32,124,0.1373,0.8709,2,0.3236,0.738,False
T6,1,AQUATIC,아쿠아틱,6.94,33,0.0358,1.0,1,0.5459,0.93,True
T6,1,WOODY,우디,24.41,129,0.134,1.0,1,0.3751,0.797,False
T6,1,AMBER,앰버·스파이시,20.73,127,0.1142,1.0,1,0.2803,0.758,False
T6,1,GOURMAND,구르망,22.67,108,0.0502,0.9341,2,0.3014,0.624,False
T6,1,MUSK,머스크·파우더리,24.12,139,0.0601,0.98,1,0.312,1.027,False
T6,2,CITRUS,시트러스,22.65,126,0.156,1.0,1,0.3974,0.791,False
T6,2,FRUITY,프루티,14.88,92,0.0963,1.0,1,0.345,0.677,False
T6,2,FLORAL,플로럴,39.28,138,0.2197,1.0,1,0.5201,0.791,True
T6,2,GREEN,그린·아로마틱,24.32,124,0.1124,0.9297,2,0.3294,0.738,False
T6,2,AQUATIC,아쿠아틱,6.94,33,0.0309,1.0,1,0.3983,0.859,False
T6,2,WOODY,우디,24.41,129,0.1398,1.0,1,0.3886,0.818,False
T6,2,AMBER,앰버·스파이시,20.73,127,0.1262,0.9896,2,0.305,0.806,False
T6,2,GOURMAND,구르망,22.67,108,0.0522,0.9244,2,0.3081,0.697,False
T6,2,MUSK,머스크·파우더리,24.12,139,0.0665,1.0,1,0.288,0.975,False
T6,3,CITRUS,시트러스,22.65,126,0.1432,1.0,1,0.4034,0.787,False
T6,3,FRUITY,프루티,14.88,92,0.1016,1.0,1,0.3662,0.698,False
T6,3,FLORAL,플로럴,39.28,138,0.2004,1.0,1,0.5132,0.756,True
T6,3,GREEN,그린·아로마틱,24.32,124,0.108,0.9043,2,0.281,0.712,False
T6,3,AQUATIC,아쿠아틱,6.94,33,0.054,1.0,1,0.5435,0.931,True
T6,3,WOODY,우디,24.41,129,0.1337,1.0,1,0.4016,0.812,False
T6,3,AMBER,앰버·스파이시,20.73,127,0.1321,0.9548,2,0.315,0.777,False
T6,3,GOURMAND,구르망,22.67,108,0.0609,0.966,2,0.2788,0.661,False
T6,3,MUSK,머스크·파우더리,24.12,139,0.0662,1.0,1,0.301,1.017,False
T6,4,CITRUS,시트러스,22.65,126,0.139,1.0,1,0.3974,0.773,False
T6,4,FRUITY,프루티,14.88,92,0.0739,0.9887,1,0.3242,0.632,False
T6,4,FLORAL,플로럴,39.28,138,0.2547,0.9956,1,0.5333,0.783,True
T6,4,GREEN,그린·아로마틱,24.32,124,0.1604,1.0,1,0.3799,0.763,False
T6,4,AQUATIC,아쿠아틱,6.94,33,0.034,0.9016,2,0.4619,0.851,False
T6,4,WOODY,우디,24.41,129,0.1164,1.0,1,0.3681,0.872,False
T6,4,AMBER,앰버·스파이시,20.73,127,0.1024,0.9973,1,0.2762,0.823,False
T6,4,GOURMAND,구르망,22.67,108,0.0424,0.9276,2,0.2788,0.629,False
T6,4,MUSK,머스크·파우더리,24.12,139,0.0767,0.9455,2,0.312,1.078,False
