surface_form,normalized_form,feature_type,feature_name,mapping_type,evidence_level
Rose Oxide,rose oxide,NOTE,Rose Oxide,LEVEL_A_DIRECT,A
Rose Petals,rose petals,NOTE,Rose Petals,LEVEL_A_DIRECT,A
Rose Thorn,rose thorn,NOTE,Rose Thorn,LEVEL_A_DIRECT,A
Rose Water,rose water,NOTE,Rose Water,LEVEL_A_DIRECT,A
Rosebay Willowherb,rosebay willowherb,NOTE,Rosebay Willowherb,LEVEL_A_DIRECT,A
Rosebud,rosebud,NOTE,Rosebud,LEVEL_A_DIRECT,A
Roselle,roselle,NOTE,Roselle,LEVEL_A_DIRECT,A
Rosemary,rosemary,NOTE,Rosemary,LEVEL_A_DIRECT,A
Roseroot,roseroot,NOTE,Roseroot,LEVEL_A_DIRECT,A
Rosewood Leaf,rosewood leaf,NOTE,Rosewood Leaf,LEVEL_A_DIRECT,A
Rosyfolia,rosyfolia,NOTE,Rosyfolia,LEVEL_A_DIRECT,A
Rowanberry,rowanberry,NOTE,Rowanberry,LEVEL_A_DIRECT,A
Royal Lily,royal lily,NOTE,Royal Lily,LEVEL_A_DIRECT,A
rubber,rubber,ACCORD,rubber,LEVEL_A_DIRECT,A
Rubber,rubber,NOTE,Rubber,LEVEL_A_DIRECT,A
Rue,rue,NOTE,Rue,LEVEL_A_DIRECT,A
rum,rum,ACCORD,rum,LEVEL_A_DIRECT,A
Rum,rum,NOTE,Rum,LEVEL_A_DIRECT,A
Rumenian Tagetes,rumenian tagetes,NOTE,Rumenian Tagetes,LEVEL_A_DIRECT,A
Rumex,rumex,NOTE,Rumex,LEVEL_A_DIRECT,A
Russian Leather,russian leather,NOTE,Russian Leather,LEVEL_A_DIRECT,A
Rye,rye,NOTE,Rye,LEVEL_A_DIRECT,A
Sabah Snake Grass,sabah snake grass,NOTE,Sabah Snake Grass,LEVEL_A_DIRECT,A
Sacher Torte,sacher torte,NOTE,Sacher Torte,LEVEL_A_DIRECT,A
Saffiano Leather,saffiano leather,NOTE,Saffiano Leather,LEVEL_A_DIRECT,A
Safflower,safflower,NOTE,Safflower,LEVEL_A_DIRECT,A
Saffron,saffron,NOTE,Saffron,LEVEL_A_DIRECT,A
Safraleine,safraleine,NOTE,Safraleine,LEVEL_A_DIRECT,A
Safrole,safrole,NOTE,Safrole,LEVEL_A_DIRECT,A
Sage,sage,NOTE,Sage,LEVEL_A_DIRECT,A
Sainfoins,sainfoins,NOTE,Sainfoins,LEVEL_A_DIRECT,A
sake,sake,ACCORD,sake,LEVEL_A_DIRECT,A
Sake,sake,NOTE,Sake,LEVEL_A_DIRECT,A
Salak,salak,NOTE,Salak,LEVEL_A_DIRECT,A
Salicylic Acid,salicylic acid,NOTE,Salicylic Acid,LEVEL_A_DIRECT,A
Salmiak salt,salmiak salt,NOTE,Salmiak salt,LEVEL_A_DIRECT,A
Salt,salt,NOTE,Salt,LEVEL_A_DIRECT,A
Salted Butter,salted butter,NOTE,Salted Butter,LEVEL_A_DIRECT,A
Salted Caramel,salted caramel,NOTE,Salted Caramel,LEVEL_A_DIRECT,A
Salted Caramel Fudge,salted caramel fudge,NOTE,Salted Caramel Fudge,LEVEL_A_DIRECT,A
Salted Egg Yolk,salted egg yolk,NOTE,Salted Egg Yolk,LEVEL_A_DIRECT,A
salty,salty,ACCORD,salty,LEVEL_A_DIRECT,A
Saman,saman,NOTE,Saman,LEVEL_A_DIRECT,A
sand,sand,ACCORD,sand,LEVEL_A_DIRECT,A
Sand,sand,NOTE,Sand,LEVEL_A_DIRECT,A
Sand Lily,sand lily,NOTE,Sand Lily,LEVEL_A_DIRECT,A
Sandal,sandal,NOTE,Sandal,LEVEL_A_DIRECT,A
Sandalore™,sandaloretm,NOTE,Sandalore™,LEVEL_A_DIRECT,A
Sandalowood,sandalowood,NOTE,Sandalowood,LEVEL_A_DIRECT,A
Sandalwood,sandalwood,NOTE,Sandalwood,LEVEL_A_DIRECT,A
Sandalwood Flower,sandalwood flower,NOTE,Sandalwood Flower,LEVEL_A_DIRECT,A
Sangria,sangria,NOTE,Sangria,LEVEL_A_DIRECT,A
Sansevieria,sansevieria,NOTE,Sansevieria,LEVEL_A_DIRECT,A
Santamanol™,santamanoltm,NOTE,Santamanol™,LEVEL_A_DIRECT,A
Santol,santol,NOTE,Santol,LEVEL_A_DIRECT,A
Santolina,santolina,NOTE,Santolina,LEVEL_A_DIRECT,A
Sap,sap,NOTE,Sap,LEVEL_A_DIRECT,A
Sapodilla,sapodilla,NOTE,Sapodilla,LEVEL_A_DIRECT,A
Sarsaparilla,sarsaparilla,NOTE,Sarsaparilla,LEVEL_A_DIRECT,A
Sassafras,sassafras,NOTE,Sassafras,LEVEL_A_DIRECT,A
Satin,satin,NOTE,Satin,LEVEL_A_DIRECT,A
Satinwood,satinwood,NOTE,Satinwood,LEVEL_A_DIRECT,A
Satureja,satureja,NOTE,Satureja,LEVEL_A_DIRECT,A
Sauce-aroma Baijiu,sauce-aroma baijiu,NOTE,Sauce-aroma Baijiu,LEVEL_A_DIRECT,A
Saucer Magnolia,saucer magnolia,NOTE,Saucer Magnolia,LEVEL_A_DIRECT,A
Sauna,sauna,NOTE,Sauna,LEVEL_A_DIRECT,A
savory,savory,ACCORD,savory,LEVEL_A_DIRECT,A
Saw palmetto,saw palmetto,NOTE,Saw palmetto,LEVEL_A_DIRECT,A
Sawdust,sawdust,NOTE,Sawdust,LEVEL_A_DIRECT,A
Scent Trek®,scent trek®,NOTE,Scent Trek®,LEVEL_A_DIRECT,A
Sclarene,sclarene,NOTE,Sclarene,LEVEL_A_DIRECT,A
Scone,scone,NOTE,Scone,LEVEL_A_DIRECT,A
Scots pine variant,scots pine variant,NOTE,Scots pine variant,LEVEL_A_DIRECT,A
Sea Buckthorn,sea buckthorn,NOTE,Sea Buckthorn,LEVEL_A_DIRECT,A
Sea cucumber,sea cucumber,NOTE,Sea cucumber,LEVEL_A_DIRECT,A
Sea Daffodil,sea daffodil,NOTE,Sea Daffodil,LEVEL_A_DIRECT,A
Sea Foam,sea foam,NOTE,Sea Foam,LEVEL_A_DIRECT,A
Sea Notes,sea notes,NOTE,Sea Notes,LEVEL_A_DIRECT,A
Sea Salt,sea salt,NOTE,Sea Salt,LEVEL_A_DIRECT,A
Sea Shells,sea shells,NOTE,Sea Shells,LEVEL_A_DIRECT,A
Sea water,sea water,NOTE,Sea water,LEVEL_A_DIRECT,A
Seagrass,seagrass,NOTE,Seagrass,LEVEL_A_DIRECT,A
Seashells,seashells,NOTE,Seashells,LEVEL_A_DIRECT,A
Seaweed,seaweed,NOTE,Seaweed,LEVEL_A_DIRECT,A
Sedge,sedge,NOTE,Sedge,LEVEL_A_DIRECT,A
Seed Okra or Gumbo,seed okra or gumbo,NOTE,Seed Okra or Gumbo,LEVEL_A_DIRECT,A
Selaginella tamariscina,selaginella tamariscina,NOTE,Selaginella tamariscina,LEVEL_A_DIRECT,A
Senecio,senecio,NOTE,Senecio,LEVEL_A_DIRECT,A
Sequoia,sequoia,NOTE,Sequoia,LEVEL_A_DIRECT,A
Serbian Oakmoss,serbian oakmoss,NOTE,Serbian Oakmoss,LEVEL_A_DIRECT,A
Serenolide,serenolide,NOTE,Serenolide,LEVEL_A_DIRECT,A
Seriguela,seriguela,NOTE,Seriguela,LEVEL_A_DIRECT,A
Serrano Pepper,serrano pepper,NOTE,Serrano Pepper,LEVEL_A_DIRECT,A
Sesame,sesame,NOTE,Sesame,LEVEL_A_DIRECT,A
Sex on the beach,sex on the beach,NOTE,Sex on the beach,LEVEL_A_DIRECT,A
Shamama Attar,shamama attar,NOTE,Shamama Attar,LEVEL_A_DIRECT,A
Shea Butter,shea butter,NOTE,Shea Butter,LEVEL_A_DIRECT,A
Shea Nuts,shea nuts,NOTE,Shea Nuts,LEVEL_A_DIRECT,A
Sherry,sherry,NOTE,Sherry,LEVEL_A_DIRECT,A
Shiikuwasha,shiikuwasha,NOTE,Shiikuwasha,LEVEL_A_DIRECT,A
Shiso,shiso,NOTE,Shiso,LEVEL_A_DIRECT,A
Shortcrust Pastry,shortcrust pastry,NOTE,Shortcrust Pastry,LEVEL_A_DIRECT,A
Siam,siam,NOTE,Siam,LEVEL_A_DIRECT,A
Siam Benzoin,siam benzoin,NOTE,Siam Benzoin,LEVEL_A_DIRECT,A
Siam Cardamom,siam cardamom,NOTE,Siam Cardamom,LEVEL_A_DIRECT,A
Siam Resin,siam resin,NOTE,Siam Resin,LEVEL_A_DIRECT,A
Siam Wood,siam wood,NOTE,Siam Wood,LEVEL_A_DIRECT,A
Siberian Pine,siberian pine,NOTE,Siberian Pine,LEVEL_A_DIRECT,A
Siberian rhododendron,siberian rhododendron,NOTE,Siberian rhododendron,LEVEL_A_DIRECT,A
Sichuan Pepper,sichuan pepper,NOTE,Sichuan Pepper,LEVEL_A_DIRECT,A
Sicilian Bergamot,sicilian bergamot,NOTE,Sicilian Bergamot,LEVEL_A_DIRECT,A
Sicilian Bitter Orange,sicilian bitter orange,NOTE,Sicilian Bitter Orange,LEVEL_A_DIRECT,A
Sicilian Citrus,sicilian citrus,NOTE,Sicilian Citrus,LEVEL_A_DIRECT,A
Sicilian Citruses,sicilian citruses,NOTE,Sicilian Citruses,LEVEL_A_DIRECT,A
Sicilian Lemon,sicilian lemon,NOTE,Sicilian Lemon,LEVEL_A_DIRECT,A
Sicilian Mandarin,sicilian mandarin,NOTE,Sicilian Mandarin,LEVEL_A_DIRECT,A
Sicilian Mandarin Blossom,sicilian mandarin blossom,NOTE,Sicilian Mandarin Blossom,LEVEL_A_DIRECT,A
Sicilian Orange,sicilian orange,NOTE,Sicilian Orange,LEVEL_A_DIRECT,A
"Sideritis, Mountain Tea","sideritis, mountain tea",NOTE,"Sideritis, Mountain Tea",LEVEL_A_DIRECT,A
Silk,silk,NOTE,Silk,LEVEL_A_DIRECT,A
Silk Tree blossom,silk tree blossom,NOTE,Silk Tree blossom,LEVEL_A_DIRECT,A
Silk Vine or Milk Broom,silk vine or milk broom,NOTE,Silk Vine or Milk Broom,LEVEL_A_DIRECT,A
Silkwood Blossom,silkwood blossom,NOTE,Silkwood Blossom,LEVEL_A_DIRECT,A
Silver,silver,NOTE,Silver,LEVEL_A_DIRECT,A
Silver Fir,silver fir,NOTE,Silver Fir,LEVEL_A_DIRECT,A
Silver Pine,silver pine,NOTE,Silver Pine,LEVEL_A_DIRECT,A
Silverberry,silverberry,NOTE,Silverberry,LEVEL_A_DIRECT,A
Silverthorn,silverthorn,NOTE,Silverthorn,LEVEL_A_DIRECT,A
Sinfonide,sinfonide,NOTE,Sinfonide,LEVEL_A_DIRECT,A
Singapore Patchouli,singapore patchouli,NOTE,Singapore Patchouli,LEVEL_A_DIRECT,A
Siren,siren,NOTE,Siren,LEVEL_A_DIRECT,A
Siriuba Tree,siriuba tree,NOTE,Siriuba Tree,LEVEL_A_DIRECT,A
Sisal Rope,sisal rope,NOTE,Sisal Rope,LEVEL_A_DIRECT,A
Skatole,skatole,NOTE,Skatole,LEVEL_A_DIRECT,A
Skeleton Flower,skeleton flower,NOTE,Skeleton Flower,LEVEL_A_DIRECT,A
Skin,skin,NOTE,Skin,LEVEL_A_DIRECT,A
Skin musk,skin musk,NOTE,Skin musk,LEVEL_A_DIRECT,A
Slate,slate,NOTE,Slate,LEVEL_A_DIRECT,A
Smoke,smoke,NOTE,Smoke,LEVEL_A_DIRECT,A
Smoketree,smoketree,NOTE,Smoketree,LEVEL_A_DIRECT,A
smoky,smoky,ACCORD,smoky,LEVEL_A_DIRECT,A
Snake Plant,snake plant,NOTE,Snake Plant,LEVEL_A_DIRECT,A
Snakeroot,snakeroot,NOTE,Snakeroot,LEVEL_A_DIRECT,A
Snow,snow,NOTE,Snow,LEVEL_A_DIRECT,A
Snow Lotus,snow lotus,NOTE,Snow Lotus,LEVEL_A_DIRECT,A
Snowberry,snowberry,NOTE,Snowberry,LEVEL_A_DIRECT,A
Snowdrops,snowdrops,NOTE,Snowdrops,LEVEL_A_DIRECT,A
Soap,soap,NOTE,Soap,LEVEL_A_DIRECT,A
Soapwort,soapwort,NOTE,Soapwort,LEVEL_A_DIRECT,A
soapy,soapy,ACCORD,soapy,LEVEL_A_DIRECT,A
Soda Bubbles,soda bubbles,NOTE,Soda Bubbles,LEVEL_A_DIRECT,A
Sodium Silicate,sodium silicate,NOTE,Sodium Silicate,LEVEL_A_DIRECT,A
soft spicy,soft spicy,ACCORD,soft spicy,LEVEL_A_DIRECT,A
Soil Tincture,soil tincture,NOTE,Soil Tincture,LEVEL_A_DIRECT,A
Soju,soju,NOTE,Soju,LEVEL_A_DIRECT,A
Solar Notes,solar notes,NOTE,Solar Notes,LEVEL_A_DIRECT,A
Solomon's Seal,solomon's seal,NOTE,Solomon's Seal,LEVEL_A_DIRECT,A
Somalian Opoponax,somalian opoponax,NOTE,Somalian Opoponax,LEVEL_A_DIRECT,A
Sophora Toromiro Flower,sophora toromiro flower,NOTE,Sophora Toromiro Flower,LEVEL_A_DIRECT,A
Sorbet,sorbet,NOTE,Sorbet,LEVEL_A_DIRECT,A
Sorghum,sorghum,NOTE,Sorghum,LEVEL_A_DIRECT,A
Souffle,souffle,NOTE,Souffle,LEVEL_A_DIRECT,A
sour,sour,ACCORD,sour,LEVEL_A_DIRECT,A
Sour Cherry,sour cherry,NOTE,Sour Cherry,LEVEL_A_DIRECT,A
Sour Cherry Blossom,sour cherry blossom,NOTE,Sour Cherry Blossom,LEVEL_A_DIRECT,A
Sour Cream,sour cream,NOTE,Sour Cream,LEVEL_A_DIRECT,A
Sour Milk,sour milk,NOTE,Sour Milk,LEVEL_A_DIRECT,A
Soursop,soursop,NOTE,Soursop,LEVEL_A_DIRECT,A
South African Sage,south african sage,NOTE,South African Sage,LEVEL_A_DIRECT,A
Soy Milk,soy milk,NOTE,Soy Milk,LEVEL_A_DIRECT,A
Soy Sauce,soy sauce,NOTE,Soy Sauce,LEVEL_A_DIRECT,A
Soybean,soybean,NOTE,Soybean,LEVEL_A_DIRECT,A
SP3 Carbon,sp3 carbon,NOTE,SP3 Carbon,LEVEL_A_DIRECT,A
Space Ship,space ship,NOTE,Space Ship,LEVEL_A_DIRECT,A
Spanish Jasmine,spanish jasmine,NOTE,Spanish Jasmine,LEVEL_A_DIRECT,A
Spanish Labdanum,spanish labdanum,NOTE,Spanish Labdanum,LEVEL_A_DIRECT,A
Sparkling Accord,sparkling accord,NOTE,Sparkling Accord,LEVEL_A_DIRECT,A
Sparkling Water,sparkling water,NOTE,Sparkling Water,LEVEL_A_DIRECT,A
Sparkling Wine,sparkling wine,NOTE,Sparkling Wine,LEVEL_A_DIRECT,A
Spearmint,spearmint,NOTE,Spearmint,LEVEL_A_DIRECT,A
Speculoos,speculoos,NOTE,Speculoos,LEVEL_A_DIRECT,A
spice,spice,ACCORD,spice,LEVEL_A_DIRECT,A
Spices,spices,NOTE,Spices,LEVEL_A_DIRECT,A
Spicy Notes,spicy notes,NOTE,Spicy Notes,LEVEL_A_DIRECT,A
Spiked Pepper,spiked pepper,NOTE,Spiked Pepper,LEVEL_A_DIRECT,A
Spinach,spinach,NOTE,Spinach,LEVEL_A_DIRECT,A
Spiraea,spiraea,NOTE,Spiraea,LEVEL_A_DIRECT,A
Spiranol,spiranol,NOTE,Spiranol,LEVEL_A_DIRECT,A
Spray Paint,spray paint,NOTE,Spray Paint,LEVEL_A_DIRECT,A
spring,spring,SEASON,spring,ENGLISH_CONTEXT_ALIAS,A
Sprinkles,sprinkles,NOTE,Sprinkles,LEVEL_A_DIRECT,A
Spruce,spruce,NOTE,Spruce,LEVEL_A_DIRECT,A
Spun Sugar,spun sugar,NOTE,Spun Sugar,LEVEL_A_DIRECT,A
Squash,squash,NOTE,Squash,LEVEL_A_DIRECT,A
Squishmallow Accord,squishmallow accord,NOTE,Squishmallow Accord,LEVEL_A_DIRECT,A
St John's Wort,st john's wort,NOTE,St John's Wort,LEVEL_A_DIRECT,A
St. John's Wort,st. john's wort,NOTE,St. John's Wort,LEVEL_A_DIRECT,A
Star Anise,star anise,NOTE,Star Anise,LEVEL_A_DIRECT,A
Star apple,star apple,NOTE,Star apple,LEVEL_A_DIRECT,A
Star Fruit,star fruit,NOTE,Star Fruit,LEVEL_A_DIRECT,A
Star Jasmine,star jasmine,NOTE,Star Jasmine,LEVEL_A_DIRECT,A
Star Magnolia,star magnolia,NOTE,Star Magnolia,LEVEL_A_DIRECT,A
Starburst Candy,starburst candy,NOTE,Starburst Candy,LEVEL_A_DIRECT,A
Stardust,stardust,NOTE,Stardust,LEVEL_A_DIRECT,A
Starfish,starfish,NOTE,Starfish,LEVEL_A_DIRECT,A
Starflower,starflower,NOTE,Starflower,LEVEL_A_DIRECT,A
Steam Accord,steam accord,NOTE,Steam Accord,LEVEL_A_DIRECT,A
Stems Greens,stems greens,NOTE,Stems Greens,LEVEL_A_DIRECT,A
Stephanotis,stephanotis,NOTE,Stephanotis,LEVEL_A_DIRECT,A
Stone,stone,NOTE,Stone,LEVEL_A_DIRECT,A
Storax,storax,NOTE,Storax,LEVEL_A_DIRECT,A
Straw,straw,NOTE,Straw,LEVEL_A_DIRECT,A
Strawberry,strawberry,NOTE,Strawberry,LEVEL_A_DIRECT,A
Strawberry Fizz Candy,strawberry fizz candy,NOTE,Strawberry Fizz Candy,LEVEL_A_DIRECT,A
Strawberry Flower,strawberry flower,NOTE,Strawberry Flower,LEVEL_A_DIRECT,A
Strawberry Jam,strawberry jam,NOTE,Strawberry Jam,LEVEL_A_DIRECT,A
Strawberry Leaf,strawberry leaf,NOTE,Strawberry Leaf,LEVEL_A_DIRECT,A
Strawberry Plant,strawberry plant,NOTE,Strawberry Plant,LEVEL_A_DIRECT,A
Strawberry Syrup,strawberry syrup,NOTE,Strawberry Syrup,LEVEL_A_DIRECT,A
Strawberry S’mores,strawberry s’mores,NOTE,Strawberry S’mores,LEVEL_A_DIRECT,A
Strawberry Yogurt,strawberry yogurt,NOTE,Strawberry Yogurt,LEVEL_A_DIRECT,A
Strelitzia,strelitzia,NOTE,Strelitzia,LEVEL_A_DIRECT,A
Strobilanthes Callosus,strobilanthes callosus,NOTE,Strobilanthes Callosus,LEVEL_A_DIRECT,A
Styrax,styrax,NOTE,Styrax,LEVEL_A_DIRECT,A
Sublimolide™,sublimolidetm,NOTE,Sublimolide™,LEVEL_A_DIRECT,A
Sudachi citrus,sudachi citrus,NOTE,Sudachi citrus,LEVEL_A_DIRECT,A
Suede,suede,NOTE,Suede,LEVEL_A_DIRECT,A
Suederal®,suederal®,NOTE,Suederal®,LEVEL_A_DIRECT,A
Sugandha Kokila,sugandha kokila,NOTE,Sugandha Kokila,LEVEL_A_DIRECT,A
Sugar,sugar,NOTE,Sugar,LEVEL_A_DIRECT,A
Sugar Candy,sugar candy,NOTE,Sugar Candy,LEVEL_A_DIRECT,A
Sugar Cane,sugar cane,NOTE,Sugar Cane,LEVEL_A_DIRECT,A
Sugar cookie,sugar cookie,NOTE,Sugar cookie,LEVEL_A_DIRECT,A
Sugar Syrup,sugar syrup,NOTE,Sugar Syrup,LEVEL_A_DIRECT,A
Sugared Almonds,sugared almonds,NOTE,Sugared Almonds,LEVEL_A_DIRECT,A
SugarLoaf Pineapple,sugarloaf pineapple,NOTE,SugarLoaf Pineapple,LEVEL_A_DIRECT,A
Sulphur,sulphur,NOTE,Sulphur,LEVEL_A_DIRECT,A
Sumac,sumac,NOTE,Sumac,LEVEL_A_DIRECT,A
summer,summer,SEASON,summer,ENGLISH_CONTEXT_ALIAS,A
Sundew,sundew,NOTE,Sundew,LEVEL_A_DIRECT,A
Sunflower,sunflower,NOTE,Sunflower,LEVEL_A_DIRECT,A
Sunscreen,sunscreen,NOTE,Sunscreen,LEVEL_A_DIRECT,A
Suntan Lotion,suntan lotion,NOTE,Suntan Lotion,LEVEL_A_DIRECT,A
Surf Wax,surf wax,NOTE,Surf Wax,LEVEL_A_DIRECT,A
Swartzia,swartzia,NOTE,Swartzia,LEVEL_A_DIRECT,A
Sweat,sweat,NOTE,Sweat,LEVEL_A_DIRECT,A
sweet,sweet,ACCORD,sweet,LEVEL_A_DIRECT,A
Sweet Almond,sweet almond,NOTE,Sweet Almond,LEVEL_A_DIRECT,A
Sweet Alyssum,sweet alyssum,NOTE,Sweet Alyssum,LEVEL_A_DIRECT,A
Sweet Grass,sweet grass,NOTE,Sweet Grass,LEVEL_A_DIRECT,A
Sweet Milk,sweet milk,NOTE,Sweet Milk,LEVEL_A_DIRECT,A
Sweet Notes,sweet notes,NOTE,Sweet Notes,LEVEL_A_DIRECT,A
Sweet Orange,sweet orange,NOTE,Sweet Orange,LEVEL_A_DIRECT,A
Sweet Pea,sweet pea,NOTE,Sweet Pea,LEVEL_A_DIRECT,A
Sweet Pepper,sweet pepper,NOTE,Sweet Pepper,LEVEL_A_DIRECT,A
Sweet Pie,sweet pie,NOTE,Sweet Pie,LEVEL_A_DIRECT,A
Sweet Potato,sweet potato,NOTE,Sweet Potato,LEVEL_A_DIRECT,A
Sycamore,sycamore,NOTE,Sycamore,LEVEL_A_DIRECT,A
Sylkolide,sylkolide,NOTE,Sylkolide,LEVEL_A_DIRECT,A
Synthetic Civet,synthetic civet,NOTE,Synthetic Civet,LEVEL_A_DIRECT,A
Syringa,syringa,NOTE,Syringa,LEVEL_A_DIRECT,A
Syrup,syrup,NOTE,Syrup,LEVEL_A_DIRECT,A
T-Shirt accord,t-shirt accord,NOTE,T-Shirt accord,LEVEL_A_DIRECT,A
Tahitian Gardenia,tahitian gardenia,NOTE,Tahitian Gardenia,LEVEL_A_DIRECT,A
Tahitian Tiare Flower,tahitian tiare flower,NOTE,Tahitian Tiare Flower,LEVEL_A_DIRECT,A
Tahitian Vanilla,tahitian vanilla,NOTE,Tahitian Vanilla,LEVEL_A_DIRECT,A
Tahitian Vetiver,tahitian vetiver,NOTE,Tahitian Vetiver,LEVEL_A_DIRECT,A
Taif Rose,taif rose,NOTE,Taif Rose,LEVEL_A_DIRECT,A
Takamaka,takamaka,NOTE,Takamaka,LEVEL_A_DIRECT,A
Talc,talc,NOTE,Talc,LEVEL_A_DIRECT,A
Tamanu,tamanu,NOTE,Tamanu,LEVEL_A_DIRECT,A
Tamarind,tamarind,NOTE,Tamarind,LEVEL_A_DIRECT,A
Tamarisk,tamarisk,NOTE,Tamarisk,LEVEL_A_DIRECT,A
Tamboti Wood,tamboti wood,NOTE,Tamboti Wood,LEVEL_A_DIRECT,A
Tangelo,tangelo,NOTE,Tangelo,LEVEL_A_DIRECT,A
Tangerine,tangerine,NOTE,Tangerine,LEVEL_A_DIRECT,A
Tangerine Blossom,tangerine blossom,NOTE,Tangerine Blossom,LEVEL_A_DIRECT,A
Tangerine Leaves,tangerine leaves,NOTE,Tangerine Leaves,LEVEL_A_DIRECT,A
Tangerine Zest,tangerine zest,NOTE,Tangerine Zest,LEVEL_A_DIRECT,A
Tanghulu,tanghulu,NOTE,Tanghulu,LEVEL_A_DIRECT,A
Tansy,tansy,NOTE,Tansy,LEVEL_A_DIRECT,A
Tapioca,tapioca,NOTE,Tapioca,LEVEL_A_DIRECT,A
Tar,tar,NOTE,Tar,LEVEL_A_DIRECT,A
Taro,taro,NOTE,Taro,LEVEL_A_DIRECT,A
Tarragon,tarragon,NOTE,Tarragon,LEVEL_A_DIRECT,A
Tartine,tartine,NOTE,Tartine,LEVEL_A_DIRECT,A
Tatami,tatami,NOTE,Tatami,LEVEL_A_DIRECT,A
Tayberry,tayberry,NOTE,Tayberry,LEVEL_A_DIRECT,A
Tea,tea,NOTE,Tea,LEVEL_A_DIRECT,A
Tea Leaf,tea leaf,NOTE,Tea Leaf,LEVEL_A_DIRECT,A
Tea Rose,tea rose,NOTE,Tea Rose,LEVEL_A_DIRECT,A
Tea Tree Oil,tea tree oil,NOTE,Tea Tree Oil,LEVEL_A_DIRECT,A
Teak Wood,teak wood,NOTE,Teak Wood,LEVEL_A_DIRECT,A
Teakwood Essence,teakwood essence,NOTE,Teakwood Essence,LEVEL_A_DIRECT,A
tennis ball,tennis ball,ACCORD,tennis ball,LEVEL_A_DIRECT,A
Tennis Ball,tennis ball,NOTE,Tennis Ball,LEVEL_A_DIRECT,A
Tequila,tequila,NOTE,Tequila,LEVEL_A_DIRECT,A
Terebinth Tree,terebinth tree,NOTE,Terebinth Tree,LEVEL_A_DIRECT,A
terpenic,terpenic,ACCORD,terpenic,LEVEL_A_DIRECT,A
Terpineol,terpineol,NOTE,Terpineol,LEVEL_A_DIRECT,A
Terracotta,terracotta,NOTE,Terracotta,LEVEL_A_DIRECT,A
Terranol,terranol,NOTE,Terranol,LEVEL_A_DIRECT,A
Texas Cedar,texas cedar,NOTE,Texas Cedar,LEVEL_A_DIRECT,A
Texas Rosewood,texas rosewood,NOTE,Texas Rosewood,LEVEL_A_DIRECT,A
Thai Tea,thai tea,NOTE,Thai Tea,LEVEL_A_DIRECT,A
Thailand Oud,thailand oud,NOTE,Thailand Oud,LEVEL_A_DIRECT,A
Thalassogaia™,thalassogaiatm,NOTE,Thalassogaia™,LEVEL_A_DIRECT,A
Thanaka Wood,thanaka wood,NOTE,Thanaka Wood,LEVEL_A_DIRECT,A
Thistle,thistle,NOTE,Thistle,LEVEL_A_DIRECT,A
Thuja,thuja,NOTE,Thuja,LEVEL_A_DIRECT,A
Thyme,thyme,NOTE,Thyme,LEVEL_A_DIRECT,A
Ti Leaf (Cordilyne),ti leaf (cordilyne),NOTE,Ti Leaf (Cordilyne),LEVEL_A_DIRECT,A
Tiare,tiare,NOTE,Tiare,LEVEL_A_DIRECT,A
Tiare Flower,tiare flower,NOTE,Tiare Flower,LEVEL_A_DIRECT,A
Tibetan Moss,tibetan moss,NOTE,Tibetan Moss,LEVEL_A_DIRECT,A
Tieguanyin Tea,tieguanyin tea,NOTE,Tieguanyin Tea,LEVEL_A_DIRECT,A
Timberol,timberol,NOTE,Timberol,LEVEL_A_DIRECT,A
Timbersilk™,timbersilktm,NOTE,Timbersilk™,LEVEL_A_DIRECT,A
Timur,timur,NOTE,Timur,LEVEL_A_DIRECT,A
Tincture of Rose,tincture of rose,NOTE,Tincture of Rose,LEVEL_A_DIRECT,A
Tiramisu,tiramisu,NOTE,Tiramisu,LEVEL_A_DIRECT,A
Tires,tires,NOTE,Tires,LEVEL_A_DIRECT,A
Toast,toast,NOTE,Toast,LEVEL_A_DIRECT,A
Toasted Coconut,toasted coconut,NOTE,Toasted Coconut,LEVEL_A_DIRECT,A
Toasted Rice,toasted rice,NOTE,Toasted Rice,LEVEL_A_DIRECT,A
tobacco,tobacco,ACCORD,tobacco,LEVEL_A_DIRECT,A
Tobacco,tobacco,NOTE,Tobacco,LEVEL_A_DIRECT,A
Tobacco Blossom,tobacco blossom,NOTE,Tobacco Blossom,LEVEL_A_DIRECT,A
Tobacco Leaf,tobacco leaf,NOTE,Tobacco Leaf,LEVEL_A_DIRECT,A
Toffee,toffee,NOTE,Toffee,LEVEL_A_DIRECT,A
Tokaji Wine,tokaji wine,NOTE,Tokaji Wine,LEVEL_A_DIRECT,A
Tolu Balsam,tolu balsam,NOTE,Tolu Balsam,LEVEL_A_DIRECT,A
Tomato,tomato,NOTE,Tomato,LEVEL_A_DIRECT,A
Tomato Flower,tomato flower,NOTE,Tomato Flower,LEVEL_A_DIRECT,A
Tomato Leaf,tomato leaf,NOTE,Tomato Leaf,LEVEL_A_DIRECT,A
Tomato Sauce,tomato sauce,NOTE,Tomato Sauce,LEVEL_A_DIRECT,A
Tonalide®,tonalide®,NOTE,Tonalide®,LEVEL_A_DIRECT,A
Tonic Water,tonic water,NOTE,Tonic Water,LEVEL_A_DIRECT,A
Tonka,tonka,NOTE,Tonka,LEVEL_A_DIRECT,A
