표현,accord,해당군 수,해당군 비율,전체 비율,배수,배수 CI하한,순환,신호
깨끗한,lactonic,223,0.05514342235410485,0.0728386109096769,0.7570630695097292,0.6604760763083078,False,False
깨끗한,almond,116,0.028684470820969338,0.04068971074047216,0.7049563710080208,0.5785207393320007,False,False
깨끗한,coconut,98,0.02423343224530168,0.03585528966239626,0.6758677024639083,0.5436840664644126,False,False
깨끗한,amber,1009,0.24950544015825915,0.3727338651196519,0.6693929999576642,0.6336109325941166,False,False
깨끗한,patchouli,266,0.06577645895153314,0.10305374264765128,0.6382733636024064,0.5641342520712929,False,False
깨끗한,honey,87,0.021513353115727003,0.03609701071630006,0.5959871105341246,0.4721043814718206,False,False
깨끗한,warm spicy,884,0.218595450049456,0.3775682861977278,0.5789560671284247,0.5452185190746869,False,False
깨끗한,cherry,46,0.011374876360039565,0.020546289581822575,0.5536219235468669,0.3945453393681649,False,False
깨끗한,nutty,101,0.024975272007912958,0.047860768672951415,0.5218318196804844,0.4213392950305148,False,False
깨끗한,vanilla,725,0.17927794263105837,0.3528321650149061,0.508111108927624,0.4746034712363468,False,False
깨끗한,balsamic,305,0.07542037586547973,0.1545403271291596,0.48803038835582324,0.43536501394826815,False,False
깨끗한,leather,194,0.04797230464886251,0.09934735315445975,0.48287451175752855,0.41657439706108407,False,False
깨끗한,oud,107,0.02645895153313551,0.05615985819031504,0.4711363665390887,0.38305420884584246,False,False
깨끗한,metallic,31,0.007665677546983185,0.01651760535009266,0.4640913367590649,0.30134632264408945,False,False
