system,short,population,family,family_ko,fragrantica_id,brand,name,top1,family_mass_ratio
S7_A,7-A,korea200,WOODY,우디,46187,Jo Malone London,English Oak & Hazelnut,0.6855,0.9578
S7_A,7-A,korea200,WOODY,우디,109564,Sennok,Slow September,0.581,0.9211
S7_A,7-A,korea200,WOODY,우디,12201,Le Labo,Santal 33,0.5462,0.8333
S7_A,7-A,korea200,WOODY,우디,85144,Essential Parfums,Patchouli Mania,0.5176,1.0
S7_A,7-A,korea200,WOODY,우디,74107,Mancera,Jasmin Exclusif,0.5048,0.929
S7_A,7-A,korea200,AMBER,앰버·스파이시,12426,Prada,Prada Candy,1.0,0.8228
S7_A,7-A,korea200,AMBER,앰버·스파이시,76824,Sabrina Carpenter,Sweet Tooth,1.0,0.8732
S7_A,7-A,korea200,AMBER,앰버·스파이시,50384,Ariana Grande,Cloud,0.9336,0.947
S7_A,7-A,korea200,AMBER,앰버·스파이시,57088,Essential Parfums,Divine Vanille,0.925,0.9346
S7_A,7-A,korea200,AMBER,앰버·스파이시,2186,Montale,Chocolate Greedy,0.8688,0.9417
S9,9,global1000,CITRUS,시트러스,92647,Versace,Eros Energy,0.5181,1.0
S9,9,global1000,CITRUS,시트러스,3256,4711,4711 Original Eau de Cologne,0.5128,0.9466
S9,9,global1000,CITRUS,시트러스,728,Moschino,Cheap & Chic I Love Love,0.5025,0.9213
S9,9,global1000,CITRUS,시트러스,67370,Louis Vuitton,Imagination,0.463,0.878
S9,9,global1000,CITRUS,시트러스,2060,Guerlain,Aqua Allegoria Mandarine Basilic,0.3984,0.9161
S9,9,global1000,FRUITY,프루티,17145,The Body Shop,Mango,0.6207,1.0
S9,9,global1000,FRUITY,프루티,46098,Xerjoff,Cruz del Sur II,0.5466,0.9482
S9,9,global1000,FRUITY,프루티,65560,Carolina Herrera,Very Good Girl,0.4343,0.8605
S9,9,global1000,FRUITY,프루티,105520,French Avenue,Vulcan Feu,0.4286,0.924
S9,9,global1000,FRUITY,프루티,66098,Moschino,Toy 2 Bubble Gum,0.4248,0.9623
S9,9,global1000,FLORAL,플로럴,44894,Gucci,Gucci Bloom,0.8224,0.9727
S9,9,global1000,FLORAL,플로럴,1733,Chloé,Chloé Eau de Parfum,0.7566,0.8266
S9,9,global1000,FLORAL,플로럴,6341,Guerlain,Idylle,0.7105,0.8281
S9,9,global1000,FLORAL,플로럴,15924,By Kilian,Good Girl Gone Bad,0.6848,1.0
S9,9,global1000,FLORAL,플로럴,601,Stella McCartney,Stella,0.6722,0.8893
S9,9,global1000,GREEN,그린·아로마틱,7344,O Boticário,Thaty,0.5815,1.0
S9,9,global1000,GREEN,그린·아로마틱,60,Guerlain,Aqua Allegoria Herba Fresca,0.5736,0.9044
S9,9,global1000,GREEN,그린·아로마틱,570,Hugo Boss,Hugo,0.5631,0.9055
S9,9,global1000,GREEN,그린·아로마틱,70424,Xerjoff,Torino21,0.5556,0.9597
S9,9,global1000,GREEN,그린·아로마틱,507,Davidoff,Cool Water,0.5552,0.9515
S9,9,global1000,AQUATIC,아쿠아틱,47255,Escada,Sorbetto Rosso,0.5728,0.883
S9,9,global1000,AQUATIC,아쿠아틱,55963,Valentino,Valentino Uomo Born in Roma,0.5397,1.0
S9,9,global1000,AQUATIC,아쿠아틱,73900,Issey Miyake,A Drop d'Issey Eau de Parfum Fraiche,0.528,0.8224
S9,9,global1000,AQUATIC,아쿠아틱,96740,Diptyque,Lilyphéa,0.5194,0.949
S9,9,global1000,AQUATIC,아쿠아틱,42747,Hermès,Eau des Merveilles Bleue,0.4928,1.0
S9,9,global1000,WOODY,우디,12863,Bottega Veneta,Bottega Veneta,0.7531,1.0
S9,9,global1000,WOODY,우디,43040,Gucci,Gucci Guilty Absolute,0.7317,1.0
S9,9,global1000,WOODY,우디,616,Chanel,Antaeus,0.6595,1.0
S9,9,global1000,WOODY,우디,12792,Новая Заря (The New Dawn),Mystere,0.6281,1.0
S9,9,global1000,WOODY,우디,6332,Le Labo,Patchouli 24,0.6243,1.0
S9,9,global1000,AMBER,앰버·스파이시,75064,Amouage,Opus XIV – Royal Tobacco,0.761,1.0
S9,9,global1000,AMBER,앰버·스파이시,42260,Initio Parfums Prives,Side Effect,0.7472,1.0
S9,9,global1000,AMBER,앰버·스파이시,15294,Amouage,Interlude Man,0.6707,1.0
S9,9,global1000,AMBER,앰버·스파이시,13857,Viktor&Rolf,Spicebomb,0.6537,1.0
S9,9,global1000,AMBER,앰버·스파이시,107084,Arabiyat Prestige,Marwa,0.6259,0.882
S9,9,global1000,GOURMAND,구르망,30551,Chabaud Maison de Parfum,Lait Concentré,0.8876,1.0
S9,9,global1000,GOURMAND,구르망,7955,Yves Rocher,Noix de Coco de Malaisie,0.8824,1.0
S9,9,global1000,GOURMAND,구르망,17140,The Body Shop,Coconut,0.8824,1.0
S9,9,global1000,GOURMAND,구르망,93628,Lattafa Perfumes,Eclaire,0.8631,1.0
S9,9,global1000,GOURMAND,구르망,43572,Le Monde Gourmand,Lait de Coco,0.843,1.0
S9,9,global1000,MUSK,머스크·파우더리,4295,Nasomatto,Silver Musk,0.9429,1.0
S9,9,global1000,MUSK,머스크·파우더리,60665,ZARKOPERFUME,The Muse,0.7236,0.9685
S9,9,global1000,MUSK,머스크·파우더리,53441,Narciso Rodriguez,Pure Musc For Her,0.6772,1.0
S9,9,global1000,MUSK,머스크·파우더리,78658,Diptyque,L'Eau Papier,0.5479,1.0
S9,9,global1000,MUSK,머스크·파우더리,2432,The Body Shop,White Musk,0.545,1.0
S8A,8A,global1000,CITRUS,시트러스,92647,Versace,Eros Energy,0.5556,0.9326
S8A,8A,global1000,CITRUS,시트러스,728,Moschino,Cheap & Chic I Love Love,0.5319,0.8704
S8A,8A,global1000,CITRUS,시트러스,3256,4711,4711 Original Eau de Cologne,0.5128,0.9466
S8A,8A,global1000,CITRUS,시트러스,67370,Louis Vuitton,Imagination,0.4854,0.8374
S8A,8A,global1000,CITRUS,시트러스,17256,Dior,Dior Homme Cologne 2013,0.4831,0.7314
S8A,8A,global1000,FRUITY,프루티,17145,The Body Shop,Mango,0.6207,1.0
S8A,8A,global1000,FRUITY,프루티,32172,Tiziana Terenzi,Kirkè,0.5504,0.6485
S8A,8A,global1000,FRUITY,프루티,46098,Xerjoff,Cruz del Sur II,0.5466,0.9482
S8A,8A,global1000,FRUITY,프루티,73990,Sol de Janeiro,Cheirosa '68,0.4784,0.8189
S8A,8A,global1000,FRUITY,프루티,51694,Burberry,Burberry Her,0.4669,0.8067
S8A,8A,global1000,FLORAL,플로럴,20542,Maison Martin Margiela,Lazy Sunday Morning,1.0,0.4719
S8A,8A,global1000,FLORAL,플로럴,1148,Montale,Roses Musk,0.9244,0.5548
S8A,8A,global1000,FLORAL,플로럴,44894,Gucci,Gucci Bloom,0.9072,0.8818
S8A,8A,global1000,FLORAL,플로럴,6686,Byredo,Blanche,0.8763,0.5495
S8A,8A,global1000,FLORAL,플로럴,1109,Amouage,Dia Woman,0.8385,0.5449
S8A,8A,global1000,GREEN,그린·아로마틱,8315,O Boticário,Ma Chérie,0.7867,0.686
S8A,8A,global1000,GREEN,그린·아로마틱,7344,O Boticário,Thaty,0.6554,0.8872
S8A,8A,global1000,GREEN,그린·아로마틱,15754,Prada,Luna Rossa,0.5909,0.9012
S8A,8A,global1000,GREEN,그린·아로마틱,70424,Xerjoff,Torino21,0.5854,0.9107
S8A,8A,global1000,GREEN,그린·아로마틱,68753,Prada,Luna Rossa Ocean ,0.5739,0.7308
S8A,8A,global1000,AQUATIC,아쿠아틱,395,Comme des Garcons,Odeur 53,0.5761,0.7555
S8A,8A,global1000,AQUATIC,아쿠아틱,47255,Escada,Sorbetto Rosso,0.5728,0.883
S8A,8A,global1000,AQUATIC,아쿠아틱,70646,Lake & Skye,11 11,0.5464,0.6
S8A,8A,global1000,AQUATIC,아쿠아틱,55963,Valentino,Valentino Uomo Born in Roma,0.5397,1.0
S8A,8A,global1000,AQUATIC,아쿠아틱,73900,Issey Miyake,A Drop d'Issey Eau de Parfum Fraiche,0.528,0.8224
S8A,8A,global1000,WOODY,우디,12863,Bottega Veneta,Bottega Veneta,0.8297,0.9076
S8A,8A,global1000,WOODY,우디,43040,Gucci,Gucci Guilty Absolute,0.8163,0.8963
S8A,8A,global1000,WOODY,우디,616,Chanel,Antaeus,0.7255,0.9091
S8A,8A,global1000,WOODY,우디,12134,Montale,Dark Aoud,0.6981,0.8604
S8A,8A,global1000,WOODY,우디,69923,Orto Parisi,Cuoium,0.6324,0.7269
S8A,8A,global1000,AMBER,앰버·스파이시,3606,Escentric Molecules,Molecule 02,1.0,0.625
S8A,8A,global1000,AMBER,앰버·스파이시,75064,Amouage,Opus XIV – Royal Tobacco,0.761,1.0
S8A,8A,global1000,AMBER,앰버·스파이시,42260,Initio Parfums Prives,Side Effect,0.7472,1.0
S8A,8A,global1000,AMBER,앰버·스파이시,10296,Juliette Has A Gun,Not A Perfume,0.72,0.8065
S8A,8A,global1000,AMBER,앰버·스파이시,249,Calvin Klein,Obsession for Men,0.6752,0.9093
S8A,8A,global1000,GOURMAND,구르망,4295,Nasomatto,Silver Musk,1.0,0.0571
S8A,8A,global1000,GOURMAND,구르망,93628,Lattafa Perfumes,Eclaire,0.961,0.8981
S8A,8A,global1000,GOURMAND,구르망,17774,Philosophy,Fresh Cream,0.936,0.8741
S8A,8A,global1000,GOURMAND,구르망,50384,Ariana Grande,Cloud,0.9275,0.8675
S8A,8A,global1000,GOURMAND,구르망,76824,Sabrina Carpenter,Sweet Tooth,0.9193,0.808
S8B,8B,global1000,CITRUS,시트러스,728,Moschino,Cheap & Chic I Love Love,0.578,0.8009
S8B,8B,global1000,CITRUS,시트러스,899,Creed,Virgin Island Water 2007,0.5747,0.4847
S8B,8B,global1000,CITRUS,시트러스,92647,Versace,Eros Energy,0.5181,1.0
S8B,8B,global1000,CITRUS,시트러스,3256,4711,4711 Original Eau de Cologne,0.5128,0.9466
S8B,8B,global1000,CITRUS,시트러스,67370,Louis Vuitton,Imagination,0.463,0.878
S8B,8B,global1000,FRUITY,프루티,7955,Yves Rocher,Noix de Coco de Malaisie,1.0,0.1176
S8B,8B,global1000,FRUITY,프루티,17140,The Body Shop,Coconut,1.0,0.1176
S8B,8B,global1000,FRUITY,프루티,79167,Fine'ry.,Not Another Cherry,0.8391,0.4508
S8B,8B,global1000,FRUITY,프루티,17145,The Body Shop,Mango,0.7826,0.7931
S8B,8B,global1000,FRUITY,프루티,46098,Xerjoff,Cruz del Sur II,0.7623,0.6799
S8B,8B,global1000,FLORAL,플로럴,44894,Gucci,Gucci Bloom,0.8224,0.9727
S8B,8B,global1000,FLORAL,플로럴,91688,Marc-Antoine Barrois,Tilia,0.7778,0.6923
S8B,8B,global1000,FLORAL,플로럴,24785,Guerlain,Terracotta Le Parfum,0.7616,0.6035
S8B,8B,global1000,FLORAL,플로럴,1733,Chloé,Chloé Eau de Parfum,0.7566,0.8266
S8B,8B,global1000,FLORAL,플로럴,1360,Chanel,Chanel N°5 Eau Premiere,0.7519,0.6762
S8B,8B,global1000,GREEN,그린·아로마틱,39738,Lancôme,Lavandes Trianon,0.7344,0.4706
S8B,8B,global1000,GREEN,그린·아로마틱,30551,Chabaud Maison de Parfum,Lait Concentré,0.6897,0.1124
S8B,8B,global1000,GREEN,그린·아로마틱,81642,Jean Paul Gaultier,Le Male Elixir,0.5943,0.431
S8B,8B,global1000,GREEN,그린·아로마틱,60,Guerlain,Aqua Allegoria Herba Fresca,0.5938,0.8737
S8B,8B,global1000,GREEN,그린·아로마틱,78740,Valentino,Valentino Uomo Born In Roma Intense,0.5878,0.7115
S8B,8B,global1000,AQUATIC,아쿠아틱,47255,Escada,Sorbetto Rosso,0.6628,0.7632
S8B,8B,global1000,AQUATIC,아쿠아틱,4523,Etat Libre d'Orange,Secretions Magnifiques,0.6464,0.6217
S8B,8B,global1000,AQUATIC,아쿠아틱,96740,Diptyque,Lilyphéa,0.5878,0.8385
S8B,8B,global1000,AQUATIC,아쿠아틱,1229,Mugler,Eau de Star,0.5426,0.7121
S8B,8B,global1000,AQUATIC,아쿠아틱,55963,Valentino,Valentino Uomo Born in Roma,0.5397,1.0
S8B,8B,global1000,WOODY,우디,12863,Bottega Veneta,Bottega Veneta,0.7531,1.0
S8B,8B,global1000,WOODY,우디,36416,Mugler,Angel Muse,0.7439,0.6613
S8B,8B,global1000,WOODY,우디,43040,Gucci,Gucci Guilty Absolute,0.7317,1.0
S8B,8B,global1000,WOODY,우디,6332,Le Labo,Patchouli 24,0.7009,0.8907
S8B,8B,global1000,WOODY,우디,64947,Lattafa Perfumes,Ameer Al Oudh Intense Oud,0.6709,0.6031
S8B,8B,global1000,AMBER,앰버·스파이시,30499,Viktor&Rolf,Spicebomb Extreme,0.8876,0.6224
S8B,8B,global1000,AMBER,앰버·스파이시,21548,Parfums de Marly,Oajan,0.8842,0.6051
S8B,8B,global1000,AMBER,앰버·스파이시,75064,Amouage,Opus XIV – Royal Tobacco,0.8794,0.8654
S8B,8B,global1000,AMBER,앰버·스파이시,43037,Penhaligon's,Roaring Radcliff,0.8537,0.632
S8B,8B,global1000,AMBER,앰버·스파이시,5242,L'Artisan Parfumeur,Tea for Two,0.8518,0.6625
S8B,8B,global1000,MUSK,머스크·파우더리,4295,Nasomatto,Silver Musk,1.0,0.9429
S8B,8B,global1000,MUSK,머스크·파우더리,76824,Sabrina Carpenter,Sweet Tooth,0.7465,0.2572
S8B,8B,global1000,MUSK,머스크·파우더리,60665,ZARKOPERFUME,The Muse,0.7448,0.9409
S8B,8B,global1000,MUSK,머스크·파우더리,93628,Lattafa Perfumes,Eclaire,0.7442,0.1369
S8B,8B,global1000,MUSK,머스크·파우더리,53441,Narciso Rodriguez,Pure Musc For Her,0.7078,0.9567
S7,7,global1000,CITRUS,시트러스,728,Moschino,Cheap & Chic I Love Love,0.6173,0.75
S7,7,global1000,CITRUS,시트러스,899,Creed,Virgin Island Water 2007,0.5747,0.4847
S7,7,global1000,CITRUS,시트러스,92647,Versace,Eros Energy,0.5556,0.9326
S7,7,global1000,CITRUS,시트러스,3256,4711,4711 Original Eau de Cologne,0.5128,0.9466
S7,7,global1000,CITRUS,시트러스,30567,Nishane,Wulóng Chá,0.5,0.7812
S7,7,global1000,FRUITY,프루티,7955,Yves Rocher,Noix de Coco de Malaisie,1.0,0.1176
S7,7,global1000,FRUITY,프루티,17140,The Body Shop,Coconut,1.0,0.1176
S7,7,global1000,FRUITY,프루티,99254,Kayali Fragrances,Yum Boujee Marshmallow | 81,0.9048,0.166
S7,7,global1000,FRUITY,프루티,600,Britney Spears,Fantasy,0.8462,0.4007
S7,7,global1000,FRUITY,프루티,802,Britney Spears,Midnight Fantasy,0.8453,0.4447
S7,7,global1000,FLORAL,플로럴,18802,Trussardi,My Name,1.0,0.3525
S7,7,global1000,FLORAL,플로럴,70189,Les Liquides Imaginaires,Blanche Bête,1.0,0.3013
S7,7,global1000,FLORAL,플로럴,20542,Maison Martin Margiela,Lazy Sunday Morning,1.0,0.4719
S7,7,global1000,FLORAL,플로럴,1148,Montale,Roses Musk,0.9695,0.529
S7,7,global1000,FLORAL,플로럴,44894,Gucci,Gucci Bloom,0.9072,0.8818
S7,7,global1000,GREEN,그린·아로마틱,50384,Ariana Grande,Cloud,1.0,0.0629
S7,7,global1000,GREEN,그린·아로마틱,17774,Philosophy,Fresh Cream,0.9375,0.0559
S7,7,global1000,GREEN,그린·아로마틱,39738,Lancôme,Lavandes Trianon,0.8443,0.4093
S7,7,global1000,GREEN,그린·아로마틱,3166,Caron,Pour Un Homme de Caron,0.8219,0.5117
S7,7,global1000,GREEN,그린·아로마틱,8315,O Boticário,Ma Chérie,0.7867,0.686
S7,7,global1000,AQUATIC,아쿠아틱,103256,Lattafa Perfumes,Ana Abiyedh Coral,0.7451,0.4775
S7,7,global1000,AQUATIC,아쿠아틱,47255,Escada,Sorbetto Rosso,0.6628,0.7632
S7,7,global1000,AQUATIC,아쿠아틱,4523,Etat Libre d'Orange,Secretions Magnifiques,0.6464,0.6217
S7,7,global1000,AQUATIC,아쿠아틱,63079,Sol de Janeiro,Cheirosa '71,0.6226,0.1293
S7,7,global1000,AQUATIC,아쿠아틱,96740,Diptyque,Lilyphéa,0.5878,0.8385
S7,7,global1000,WOODY,우디,24192,Orto Parisi,Stercus,1.0,0.2904
S7,7,global1000,WOODY,우디,154,Bvlgari,Black,0.8505,0.4798
S7,7,global1000,WOODY,우디,12863,Bottega Veneta,Bottega Veneta,0.8297,0.9076
S7,7,global1000,WOODY,우디,43040,Gucci,Gucci Guilty Absolute,0.8163,0.8963
S7,7,global1000,WOODY,우디,1953,L'Artisan Parfumeur,Dzing!,0.8092,0.3416
S7,7,global1000,AMBER,앰버·스파이시,12426,Prada,Prada Candy,1.0,0.2451
S7,7,global1000,AMBER,앰버·스파이시,3729,Pierre Guillaume Paris,Musc Maori 04,1.0,0.2586
S7,7,global1000,AMBER,앰버·스파이시,3606,Escentric Molecules,Molecule 02,1.0,0.625
S7,7,global1000,AMBER,앰버·스파이시,11801,Casamorati 1888,Lira,1.0,0.2477
S7,7,global1000,AMBER,앰버·스파이시,30499,Viktor&Rolf,Spicebomb Extreme,1.0,0.5524
S8A_A,8A-A,global1000,CITRUS,시트러스,92647,Versace,Eros Energy,0.5181,1.0
S8A_A,8A-A,global1000,CITRUS,시트러스,3256,4711,4711 Original Eau de Cologne,0.5128,0.9466
S8A_A,8A-A,global1000,CITRUS,시트러스,728,Moschino,Cheap & Chic I Love Love,0.5025,0.9213
S8A_A,8A-A,global1000,CITRUS,시트러스,67370,Louis Vuitton,Imagination,0.463,0.878
S8A_A,8A-A,global1000,CITRUS,시트러스,30567,Nishane,Wulóng Chá,0.4132,0.9453
S8A_A,8A-A,global1000,FRUITY,프루티,17145,The Body Shop,Mango,0.6207,1.0
S8A_A,8A-A,global1000,FRUITY,프루티,46098,Xerjoff,Cruz del Sur II,0.5466,0.9482
S8A_A,8A-A,global1000,FRUITY,프루티,32172,Tiziana Terenzi,Kirkè,0.458,0.7793
S8A_A,8A-A,global1000,FRUITY,프루티,65560,Carolina Herrera,Very Good Girl,0.4343,0.8605
S8A_A,8A-A,global1000,FRUITY,프루티,105520,French Avenue,Vulcan Feu,0.4286,0.924
S8A_A,8A-A,global1000,FLORAL,플로럴,44894,Gucci,Gucci Bloom,0.8224,0.9727
S8A_A,8A-A,global1000,FLORAL,플로럴,94,Yves Saint Laurent,Paris,0.7747,0.8131
S8A_A,8A-A,global1000,FLORAL,플로럴,142,Bvlgari,Bvlgari Pour Femme,0.7566,0.7525
S8A_A,8A-A,global1000,FLORAL,플로럴,1733,Chloé,Chloé Eau de Parfum,0.7566,0.8266
S8A_A,8A-A,global1000,FLORAL,플로럴,58912,Guerlain,Insolence Eau de Toilette,0.7454,0.7039
S8A_A,8A-A,global1000,GREEN,그린·아로마틱,8315,O Boticário,Ma Chérie,0.6629,0.814
S8A_A,8A-A,global1000,GREEN,그린·아로마틱,7344,O Boticário,Thaty,0.5815,1.0
S8A_A,8A-A,global1000,GREEN,그린·아로마틱,60,Guerlain,Aqua Allegoria Herba Fresca,0.5736,0.9044
S8A_A,8A-A,global1000,GREEN,그린·아로마틱,570,Hugo Boss,Hugo,0.5631,0.9055
S8A_A,8A-A,global1000,GREEN,그린·아로마틱,70424,Xerjoff,Torino21,0.5556,0.9597
S8A_A,8A-A,global1000,AQUATIC,아쿠아틱,395,Comme des Garcons,Odeur 53,0.5761,0.7555
S8A_A,8A-A,global1000,AQUATIC,아쿠아틱,47255,Escada,Sorbetto Rosso,0.5728,0.883
S8A_A,8A-A,global1000,AQUATIC,아쿠아틱,55963,Valentino,Valentino Uomo Born in Roma,0.5397,1.0
S8A_A,8A-A,global1000,AQUATIC,아쿠아틱,73900,Issey Miyake,A Drop d'Issey Eau de Parfum Fraiche,0.528,0.8224
S8A_A,8A-A,global1000,AQUATIC,아쿠아틱,96740,Diptyque,Lilyphéa,0.5194,0.949
S8A_A,8A-A,global1000,WOODY,우디,12863,Bottega Veneta,Bottega Veneta,0.7531,1.0
S8A_A,8A-A,global1000,WOODY,우디,43040,Gucci,Gucci Guilty Absolute,0.7317,1.0
S8A_A,8A-A,global1000,WOODY,우디,12134,Montale,Dark Aoud,0.6981,0.8604
S8A_A,8A-A,global1000,WOODY,우디,616,Chanel,Antaeus,0.6595,1.0
S8A_A,8A-A,global1000,WOODY,우디,12792,Новая Заря (The New Dawn),Mystere,0.6281,1.0
S8A_A,8A-A,global1000,AMBER,앰버·스파이시,3606,Escentric Molecules,Molecule 02,1.0,1.0
S8A_A,8A-A,global1000,AMBER,앰버·스파이시,4295,Nasomatto,Silver Musk,0.92,0.7143
S8A_A,8A-A,global1000,AMBER,앰버·스파이시,10296,Juliette Has A Gun,Not A Perfume,0.7742,1.0
S8A_A,8A-A,global1000,AMBER,앰버·스파이시,75064,Amouage,Opus XIV – Royal Tobacco,0.761,1.0
S8A_A,8A-A,global1000,AMBER,앰버·스파이시,42936,Zoologist Perfumes,Civet,0.7582,0.91
S8A_A,8A-A,global1000,GOURMAND,구르망,17774,Philosophy,Fresh Cream,0.936,0.8741
S8A_A,8A-A,global1000,GOURMAND,구르망,93628,Lattafa Perfumes,Eclaire,0.9218,0.9363
S8A_A,8A-A,global1000,GOURMAND,구르망,30551,Chabaud Maison de Parfum,Lait Concentré,0.8876,1.0
S8A_A,8A-A,global1000,GOURMAND,구르망,7993,Victoria's Secret,Coconut Passion,0.8852,0.9299
S8A_A,8A-A,global1000,GOURMAND,구르망,43572,Le Monde Gourmand,Lait de Coco,0.8835,0.9541
S8B_A,8B-A,global1000,CITRUS,시트러스,92647,Versace,Eros Energy,0.5181,1.0
S8B_A,8B-A,global1000,CITRUS,시트러스,3256,4711,4711 Original Eau de Cologne,0.5128,0.9466
S8B_A,8B-A,global1000,CITRUS,시트러스,728,Moschino,Cheap & Chic I Love Love,0.5025,0.9213
S8B_A,8B-A,global1000,CITRUS,시트러스,67370,Louis Vuitton,Imagination,0.463,0.878
S8B_A,8B-A,global1000,CITRUS,시트러스,2060,Guerlain,Aqua Allegoria Mandarine Basilic,0.3984,0.9161
S8B_A,8B-A,global1000,FRUITY,프루티,17145,The Body Shop,Mango,0.6207,1.0
S8B_A,8B-A,global1000,FRUITY,프루티,46098,Xerjoff,Cruz del Sur II,0.5466,0.9482
S8B_A,8B-A,global1000,FRUITY,프루티,65560,Carolina Herrera,Very Good Girl,0.4343,0.8605
S8B_A,8B-A,global1000,FRUITY,프루티,105520,French Avenue,Vulcan Feu,0.4286,0.924
S8B_A,8B-A,global1000,FRUITY,프루티,66098,Moschino,Toy 2 Bubble Gum,0.4248,0.9623
S8B_A,8B-A,global1000,FLORAL,플로럴,44894,Gucci,Gucci Bloom,0.8224,0.9727
S8B_A,8B-A,global1000,FLORAL,플로럴,1733,Chloé,Chloé Eau de Parfum,0.7566,0.8266
S8B_A,8B-A,global1000,FLORAL,플로럴,6341,Guerlain,Idylle,0.7105,0.8281
S8B_A,8B-A,global1000,FLORAL,플로럴,15924,By Kilian,Good Girl Gone Bad,0.6848,1.0
S8B_A,8B-A,global1000,FLORAL,플로럴,601,Stella McCartney,Stella,0.6722,0.8893
S8B_A,8B-A,global1000,GREEN,그린·아로마틱,7344,O Boticário,Thaty,0.5815,1.0
S8B_A,8B-A,global1000,GREEN,그린·아로마틱,60,Guerlain,Aqua Allegoria Herba Fresca,0.5736,0.9044
S8B_A,8B-A,global1000,GREEN,그린·아로마틱,570,Hugo Boss,Hugo,0.5631,0.9055
S8B_A,8B-A,global1000,GREEN,그린·아로마틱,70424,Xerjoff,Torino21,0.5556,0.9597
S8B_A,8B-A,global1000,GREEN,그린·아로마틱,507,Davidoff,Cool Water,0.5552,0.9515
S8B_A,8B-A,global1000,AQUATIC,아쿠아틱,47255,Escada,Sorbetto Rosso,0.5728,0.883
S8B_A,8B-A,global1000,AQUATIC,아쿠아틱,55963,Valentino,Valentino Uomo Born in Roma,0.5397,1.0
S8B_A,8B-A,global1000,AQUATIC,아쿠아틱,73900,Issey Miyake,A Drop d'Issey Eau de Parfum Fraiche,0.528,0.8224
S8B_A,8B-A,global1000,AQUATIC,아쿠아틱,96740,Diptyque,Lilyphéa,0.5194,0.949
S8B_A,8B-A,global1000,AQUATIC,아쿠아틱,42747,Hermès,Eau des Merveilles Bleue,0.4928,1.0
S8B_A,8B-A,global1000,WOODY,우디,12863,Bottega Veneta,Bottega Veneta,0.7531,1.0
S8B_A,8B-A,global1000,WOODY,우디,43040,Gucci,Gucci Guilty Absolute,0.7317,1.0
S8B_A,8B-A,global1000,WOODY,우디,616,Chanel,Antaeus,0.6595,1.0
S8B_A,8B-A,global1000,WOODY,우디,12792,Новая Заря (The New Dawn),Mystere,0.6281,1.0
S8B_A,8B-A,global1000,WOODY,우디,6332,Le Labo,Patchouli 24,0.6243,1.0
S8B_A,8B-A,global1000,AMBER,앰버·스파이시,89234,d'Annam,Vietnamese Coffee,0.9406,1.0
S8B_A,8B-A,global1000,AMBER,앰버·스파이시,78288,Theodoros Kalotinis,Velvet Chocolate,0.9395,1.0
S8B_A,8B-A,global1000,AMBER,앰버·스파이시,11444,Mugler,A*Men Pure Havane,0.9327,1.0
S8B_A,8B-A,global1000,AMBER,앰버·스파이시,30499,Viktor&Rolf,Spicebomb Extreme,0.9301,1.0
S8B_A,8B-A,global1000,AMBER,앰버·스파이시,21548,Parfums de Marly,Oajan,0.9299,1.0
S8B_A,8B-A,global1000,MUSK,머스크·파우더리,4295,Nasomatto,Silver Musk,0.9429,1.0
S8B_A,8B-A,global1000,MUSK,머스크·파우더리,60665,ZARKOPERFUME,The Muse,0.7236,0.9685
S8B_A,8B-A,global1000,MUSK,머스크·파우더리,53441,Narciso Rodriguez,Pure Musc For Her,0.6772,1.0
S8B_A,8B-A,global1000,MUSK,머스크·파우더리,78658,Diptyque,L'Eau Papier,0.5479,1.0
S8B_A,8B-A,global1000,MUSK,머스크·파우더리,2432,The Body Shop,White Musk,0.545,1.0
S7_A,7-A,global1000,CITRUS,시트러스,92647,Versace,Eros Energy,0.5181,1.0
S7_A,7-A,global1000,CITRUS,시트러스,3256,4711,4711 Original Eau de Cologne,0.5128,0.9466
S7_A,7-A,global1000,CITRUS,시트러스,728,Moschino,Cheap & Chic I Love Love,0.5025,0.9213
S7_A,7-A,global1000,CITRUS,시트러스,67370,Louis Vuitton,Imagination,0.463,0.878
S7_A,7-A,global1000,CITRUS,시트러스,30567,Nishane,Wulóng Chá,0.4132,0.9453
S7_A,7-A,global1000,FRUITY,프루티,17145,The Body Shop,Mango,0.6207,1.0
S7_A,7-A,global1000,FRUITY,프루티,46098,Xerjoff,Cruz del Sur II,0.5466,0.9482
S7_A,7-A,global1000,FRUITY,프루티,32172,Tiziana Terenzi,Kirkè,0.458,0.7793
S7_A,7-A,global1000,FRUITY,프루티,65560,Carolina Herrera,Very Good Girl,0.4343,0.8605
S7_A,7-A,global1000,FRUITY,프루티,105520,French Avenue,Vulcan Feu,0.4286,0.924
S7_A,7-A,global1000,FLORAL,플로럴,44894,Gucci,Gucci Bloom,0.8224,0.9727
S7_A,7-A,global1000,FLORAL,플로럴,94,Yves Saint Laurent,Paris,0.7747,0.8131
S7_A,7-A,global1000,FLORAL,플로럴,142,Bvlgari,Bvlgari Pour Femme,0.7566,0.7525
S7_A,7-A,global1000,FLORAL,플로럴,1733,Chloé,Chloé Eau de Parfum,0.7566,0.8266
S7_A,7-A,global1000,FLORAL,플로럴,58912,Guerlain,Insolence Eau de Toilette,0.7454,0.7039
S7_A,7-A,global1000,GREEN,그린·아로마틱,8315,O Boticário,Ma Chérie,0.6629,0.814
