candidate_family_id,canonical_brand,normalized_fragrance_name,commercial_identity_count,has_hwahae_signal,best_hwahae_rank,commercial_identity_ids,best_musinsa_rank,best_oliveyoung_rank,best_lotte_rank,family_priority_rrf
cf_549b0838ae00,Nikos,스컬프쳐,2,False,,ci_34346c0a273e|ci_73fd56d19a90,,,199.0,0.003861003861003861
cf_9159f82c7ada,Ariana Grande,땡큐 넥스트 2 0 중,1,False,,ci_eb2f443e9a0f,,200.0,,0.0038461538461538464
cf_be7cc56ce1ba,d'Alba,리추얼 탠저린,1,False,,ci_376267ec02f1,201.0,,,0.0038314176245210726
cf_cf12e64fa539,Demeter Fragrance,리프레싱 오 파퓨메 자킨토스 그리스,1,False,,ci_4366f5321b19,,202.0,,0.003816793893129771
cf_123ed4a8c4b8,TUMI,컨티넘 12 00,1,False,,ci_c36740a80f2a,,,202.0,0.003816793893129771
cf_26725cece962,SW19,3pm,1,False,,ci_17c80f7171f7,203.0,,,0.0038022813688212928
cf_de6bf1476b12,Clean,애플블로썸 30 중,1,False,,ci_6b5af3b2a5b1,,203.0,,0.0038022813688212928
cf_118df5766325,TUMI,아틀라스 00 00,1,False,,ci_f7f619b38258,,,203.0,0.0038022813688212928
cf_60e60519a738,Jimmy Choo,우먼,1,False,,ci_53a64fbdd1d7,205.0,,,0.0037735849056603774
cf_c2bb12d62e62,Philosophy,원지안 프레쉬 웜캐시미어 60ml파우치,1,False,,ci_769eb2e093e9,,206.0,,0.0037593984962406013
cf_3b3a18aa0259,Luafee,포근코튼향 코지 머스크,1,False,,ci_c0330f2d03af,,207.0,,0.003745318352059925
cf_6c9f07086127,TUMI,언와인드 20 00,1,False,,ci_080f658678f2,,,207.0,0.003745318352059925
cf_b777cf329c1d,Maison Martin Margiela,레플리카 소울 오브 더 포레스트,1,False,,ci_4f7f153d45a8,208.0,,,0.0037313432835820895
cf_d6c7bc7cb83f,Kiss New York,엔믹스해원 플라워 앤 슈가,1,False,,ci_74e0b2f49526,,208.0,,0.0037313432835820895
cf_f167ac372486,Kenneth Cole,블랙 포 허,1,False,,ci_6b6e6390b821,,,208.0,0.0037313432835820895
cf_5865646b67fa,Kiss New York,엔믹스규진 트와일라잇블룸,1,False,,ci_d8294a657e0a,,209.0,,0.0037174721189591076
cf_1b811686ec1d,Kenneth Cole,맨카인드,1,False,,ci_e728228b3ab2,,,209.0,0.0037174721189591076
cf_c720ab5b4d04,Kiss New York,엔믹스배이 바닐라앤라벤더,1,False,,ci_4289b4a8b251,,210.0,,0.003703703703703704
cf_e436c003acb2,LOIVIE,미니 베르가못 앤 화이트로즈,1,False,,ci_27c243915d8a,,211.0,,0.0036900369003690036
cf_598edf1a1d58,오브제,베르가못 레인,1,False,,ci_34501be0a36e,212.0,,,0.003676470588235294
cf_2e857b426ee8,Banana Republic,토바코&통카빈,1,False,,ci_52cf9a832163,,,212.0,0.003676470588235294
cf_217ff0c5beb8,Lalique,솔레이 비브랑,1,False,,ci_d4d00261f05c,,,213.0,0.003663003663003663
cf_738039b59e78,SW19,Midnight 오일,1,False,,ci_1524c4e433b8,214.0,,,0.0036496350364963502
cf_729e2bebea76,Lalique,솔레이,1,False,,ci_647462aaf9a7,,,214.0,0.0036496350364963502
cf_7d314841f10f,Luafee,다이브 가든 v2,1,False,,ci_8c402744ac61,215.0,,,0.0036363636363636364
cf_4191efb103d8,The Body Shop,더 샵 화이트 머스크,1,False,,ci_e0cf42b26f03,,215.0,,0.0036363636363636364
cf_68584bf6e0a6,Maison Martin Margiela,레플리카 프롬 더 가든,1,False,,ci_9a7db233bb7a,216.0,,,0.0036231884057971015
cf_2bdc12755574,Versace,블루진,1,False,,ci_c4a5a43bd1ec,217.0,,,0.0036101083032490976
cf_e45a13b3fa6a,Clean,& 로즈올데이,1,False,,ci_a1827c4749b3,,217.0,,0.0036101083032490976
cf_6ad4c87d485a,Grès,카보틴 로즈,1,False,,ci_436c24e79e33,,,217.0,0.0036101083032490976
cf_1368a31f17d0,Maison Martin Margiela,레플리카 바이 더 파이어플레이스,1,False,,ci_f05acbcf9804,218.0,,,0.0035971223021582736
cf_49cf9c2c5d57,벨벳바니,스킨 퍼스트러브,1,False,,ci_0bd67c755b25,,219.0,,0.0035842293906810036
cf_c8dcf7bda2dc,Grès,카보샤 셰리,1,False,,ci_a08338f33701,,,219.0,0.0035842293906810036
cf_f11564355bb3,벨벳바니,스킨 마이선샤인,1,False,,ci_30c9dd74e686,,220.0,,0.0035714285714285713
cf_05deb7345bc8,Grès,카보샤,1,False,,ci_2a8635bc11bf,,,220.0,0.0035714285714285713
cf_35f42f429245,리베르,풀향 그린 사운즈 Green Sounds,1,False,,ci_51b04b29e3eb,221.0,,,0.0035587188612099642
cf_97d215a81c46,벨벳바니,스킨 실키모닝,1,False,,ci_f6578684a2bf,,221.0,,0.0035587188612099642
cf_bdd5577ea266,Montale,파우더 플라워즈,1,False,,ci_79005a235893,,,221.0,0.0035587188612099642
cf_6e42aa50536e,Lancôme,이돌,1,False,,ci_c54b619695d7,,222.0,,0.0035460992907801418
cf_8d36fd9d6ba4,Montale,우드&스파이스,1,False,,ci_66cce5ea1377,,,222.0,0.0035460992907801418
cf_a6f84b957b35,Memo Paris,오데옹,1,False,,ci_1f097a903a19,,223.0,,0.0035335689045936395
cf_63d3ccc5f0ca,Mancera,로즈 바닐,1,False,,ci_addb5a20b96f,,,223.0,0.0035335689045936395
cf_38ccb2621b1a,Narciso Rodriguez,포 허 인텐스,1,False,,ci_560e6d97c163,,224.0,,0.0035211267605633804
cf_dfb862fec92e,Dolce&Gabbana,리뉴얼 라이트블루 뿌르 옴므,1,False,,ci_253bb2170a5c,,225.0,,0.0035087719298245615
cf_d1d04caa071b,라퐁프,엔 스쉐어,1,False,,ci_711f7e8f5ea3,226.0,,,0.0034965034965034965
cf_475d13fc757d,Montale,프리티 프루티,1,False,,ci_f24c84468cb7,,,226.0,0.0034965034965034965
cf_e5e77da92fb3,Narciso Rodriguez,올 오브 미 인텐스,1,False,,ci_4f36549015dc,,227.0,,0.003484320557491289
cf_5a789b8716ed,휴파슨스,본드스트리트,1,False,,ci_a5e651da90ff,,,227.0,0.003484320557491289
cf_ad74ca83f399,Lanvin,레 플레르 드 스위트 자스민,1,False,,ci_d726eb9cd3a9,,228.0,,0.003472222222222222
cf_34ea75e23717,Mancera,레드 토바코,1,False,,ci_8fce3d2bf820,,,228.0,0.003472222222222222
cf_93e745fe4d02,Philosophy,어메이징 그레이스 발레로즈,1,False,,ci_00beca65a7db,,229.0,,0.0034602076124567475
cf_0aad66e26e86,Youssoful,엠포리아코튼 니치,1,False,,ci_3038ed5e0910,230.0,,,0.0034482758620689655
cf_612501ae872a,Mancera,베티버 센슈얼,1,False,,ci_d949fba63554,,,230.0,0.0034482758620689655
cf_c271dc4ac636,Montale,머스크 투 머스크,1,False,,ci_b5092ea1a84d,,,231.0,0.003436426116838488
cf_0acdb5ec2c84,The Body Shop,화이트 머스크 98139,1,False,,ci_a7bda112211a,232.0,,,0.003424657534246575
cf_a8b790254bce,SW19,8am,1,False,,ci_6ce8b5ca257a,233.0,,,0.0034129692832764505
cf_7e341792fc09,Postes,프롬 맨하튼 2607 리뉴얼,1,False,,ci_7c324b1c4e39,,233.0,,0.0034129692832764505
cf_52df4f71f9ca,Burberry,브릿 포 힘,1,False,,ci_7a7a4c97f02b,,234.0,,0.003401360544217687
cf_275f945ea0f2,Montale,로즈 엘릭시르,1,False,,ci_02bfc852a873,,,234.0,0.003401360544217687
cf_9b0a24edc824,Versace,뿌르 옴므,1,False,,ci_a808a5a9dea4,235.0,,,0.003389830508474576
cf_f0edf7485439,RboW,케이스 스터디 몬순,1,False,,ci_56df94402d2d,,235.0,,0.003389830508474576
cf_a66a040aa267,Montale,크리스탈 플라워즈,1,False,,ci_ba040a294bf0,,,235.0,0.003389830508474576
cf_7e64a89bfadb,Montale,스위트 피오니,1,False,,ci_d84388df7a7e,,,236.0,0.0033783783783783786
cf_36407077c3b5,Calvin Klein,CK One 골드,1,False,,ci_77bccd934bf9,,237.0,,0.003367003367003367
cf_58286317448d,Rance 1795,르와엠페러 포 맨,1,False,,ci_5ae531dd8075,,,237.0,0.003367003367003367
cf_478fac87d7a1,Forment,페블,1,False,,ci_24cc796dbb5b,238.0,,,0.003355704697986577
cf_94e69f74bdef,Sabrina Carpenter,스위트 투스 카라멜 드림,1,False,,ci_ddce5bc87547,,238.0,,0.003355704697986577
cf_92bb9f7ccc4e,Mancera,골드 인센스,1,False,,ci_ae479988a6d6,,,238.0,0.003355704697986577
cf_ac5e08808606,Hotel Dawson,미드소마 새벽공기향 디스커버리,1,False,,ci_cf5730db1a65,239.0,,,0.0033444816053511705
cf_868c0a45aa92,Ahro,체리 온 탑,1,False,,ci_703337d780d3,,239.0,,0.0033444816053511705
cf_8a7251765e46,휴파슨스,화이트홀,1,False,,ci_e171cbefba6e,,,239.0,0.0033444816053511705
cf_68a38a8995a8,투데이이즈,인더메모리 오드,1,False,,ci_7bb29fdae112,,241.0,,0.0033222591362126247
cf_8f3493ed7fd0,Replay,러버즈 포 맨,1,False,,ci_3c99c7084bc3,,,241.0,0.0033222591362126247
cf_b0418ff2ea3a,Elizabeth Arden,그린티 넥타린 블러썸,1,False,,ci_6e45f24474bd,242.0,,,0.0033112582781456954
cf_0e5529b62b5a,Philosophy,원지안 퓨어그레이스 60ml,1,False,,ci_1fc55836b760,,242.0,,0.0033112582781456954
cf_62fcc3d9e0f7,Montale,오드 포레스트,1,False,,ci_2faf29e0440f,,,242.0,0.0033112582781456954
cf_2e9bae37612e,Jaguar,클래식 블랙,1,False,,ci_10ec36e81e9c,,,243.0,0.0033003300330033004
cf_655927f2cf6d,Replay,소스 오브 라이프 포 맨,1,False,,ci_cbb9c5fbc6d6,,,244.0,0.003289473684210526
cf_7372f85c580c,Dolce&Gabbana,라이트 블루 하이드레이팅,1,False,,ci_3588de8ac719,246.0,,,0.0032679738562091504
cf_45c392a57475,Holibanum,라임에이드,1,False,,ci_d2de71c7a308,,246.0,,0.0032679738562091504
cf_3378e2caf68c,Replay,시그니처 러버즈 포 맨,1,False,,ci_b8783dfdbdea,,,246.0,0.0032679738562091504
cf_3edcce3c35e6,Ariana Grande,문라이트,1,False,,ci_e6d05eb7a38a,,247.0,,0.003257328990228013
cf_89916d4ea40f,Clean,클래식 스트로베리 필즈,1,False,,ci_ab5528fe9f89,248.0,,,0.003246753246753247
cf_75695eea1209,Replay,시그니처 러버즈 포 우먼,1,False,,ci_1561b7dafb62,,,248.0,0.003246753246753247
cf_77a37ffc54cd,Lalique,라무르,1,False,,ci_4fba2d4ee366,,,249.0,0.003236245954692557
cf_fa8179cd8d3e,테일러센츠,오브제 페일린넨,1,False,,ci_2861f81458d2,,250.0,,0.0032258064516129032
cf_c3bb962864f1,마주리,챠밍 튜베로즈,1,False,,ci_a5c10f14e59f,,,250.0,0.0032258064516129032
cf_3fac1ef9c315,Hotel Dawson,미드소마,1,False,,ci_e17cd2240578,251.0,,,0.003215434083601286
cf_934c270cacce,Kenzo,로 뿌르 옴므,1,False,,ci_9cc569410f2e,,251.0,,0.003215434083601286
cf_09592c999b7f,스침,넛츠 바닐라 우유 풍부한 자연의 넛츠 달콤한 바닐라 향,1,False,,ci_06b1aaf49470,252.0,,,0.003205128205128205
cf_f91512ea677b,Narciso Rodriguez,올 오브 미 센티드,1,False,,ci_abc832e5b5ca,,252.0,,0.003205128205128205
cf_560f573d8a62,Replay,탱크 플레이트 포 우먼,1,False,,ci_cd663b989366,,,252.0,0.003205128205128205
cf_2054d5f85d26,스침,토마케일 우유 달콤하고 신선한 토마토 푸른 케일 향,1,False,,ci_7ec2c6569622,253.0,,,0.003194888178913738
cf_6749afe3f806,마주리,더 원 앤 온리,1,False,,ci_448e593fbf02,,,254.0,0.0031847133757961785
cf_fbc264dc33e2,John Varvatos,아티산 포레스트,1,False,,ci_9a50df59f0bc,255.0,,,0.0031746031746031746
cf_98d2e4430ca1,마주리,누르 네롤리,1,False,,ci_b66449e455e2,,,255.0,0.0031746031746031746
cf_c72b1b3b84f0,마인드오버바디,생화장미 로즈온어플래닛,1,False,,ci_f7ced541c01c,256.0,,,0.0031645569620253164
cf_1792c3ed805e,Addct,잇 더 피치,1,False,,ci_4ad7df3d4d6b,,256.0,,0.0031645569620253164
cf_57eba4d131cb,마주리,보헤미안 티,1,False,,ci_051584ccfe35,,,256.0,0.0031645569620253164
cf_8586ca21a986,Clean,리저브 블렌드 스킨,1,False,,ci_e57d14822a83,257.0,,,0.0031545741324921135
cf_bd3a19027184,Huxley,블루 메디나 탠저린,1,False,,ci_0b7a1d90a416,,257.0,,0.0031545741324921135
cf_972990854179,Bentley,모멘텀 인텐스,1,False,,ci_12c8169c219a,,,257.0,0.0031545741324921135
cf_53e42834c1b1,Maison Martin Margiela,레플리카 스프링타임 인 어 파크,1,False,,ci_48a7650c4dbb,258.0,,,0.0031446540880503146
cf_2e676d0dbf5b,Huxley,로즈 피커,2,False,,ci_f73f3984cef2|ci_386c9fc422b5,,258.0,,0.0031446540880503146
cf_f80d465bd623,Adidas,김재원 아디다스 원더포스,1,False,,ci_aa51823e6538,,259.0,,0.003134796238244514
cf_c5373fe00720,Mancera,미드나이트 골드,1,False,,ci_83b29bbf18ab,,,259.0,0.003134796238244514
cf_da8afe0b8c2a,KINFOLK NOTES,캡틴스 바,1,False,,ci_8f23a3d1df3d,261.0,,,0.003115264797507788
cf_6e87b9fcfe4d,Hotel Dawson,살룻투유 시트러스 블렌드향,1,False,,ci_5ec349e187e7,,261.0,,0.003115264797507788
cf_b5c4e0ff038e,Elizabeth Arden,베닝,1,False,,ci_214ae48a4e34,262.0,,,0.003105590062111801
cf_95f92f8c3192,Hotel Dawson,미드소마 새벽공기향,1,False,,ci_c3d37773b6a5,,262.0,,0.003105590062111801
cf_2599938c73d6,Mancera,블랙 바닐라,1,False,,ci_c8a9a9b57305,,,262.0,0.003105590062111801
cf_0443088e891a,Kiss New York,엔믹스설윤 코튼파우더,1,False,,ci_2137ed472e0c,,263.0,,0.0030959752321981426
cf_194a5421c4b3,Atelier Faye,코지파자마,1,False,,ci_ec936f18d36c,,264.0,,0.0030864197530864196
cf_dc6fcef66b6f,Atelier Faye,프렌치로즈,1,False,,ci_8ef0ec586657,,265.0,,0.003076923076923077
cf_8e6165365ad9,Body Fantasies,파우치 판타지,1,False,,ci_b30f69a3df89,266.0,,,0.003067484662576687
cf_c934af463532,Vivienne Westwood,보이넥스트도어 에끌로에,1,False,,ci_1ee9b276cd55,267.0,,,0.0030581039755351682
cf_62c2bb4252a3,The Body Shop,더 샵 브리티쉬 로즈,1,False,,ci_9410f2c3c9e1,,267.0,,0.0030581039755351682
cf_dd6628bf3047,Atelier des Ors,포멜로 리비에라,1,False,,ci_39d86a5f4b24,,,267.0,0.0030581039755351682
cf_22d15c81403f,데이모어센트,20 쉘 Type 업그레이드 엑스트레드 니치,1,False,,ci_25a3e29e48bc,268.0,,,0.003048780487804878
cf_00ddbb5c1f66,Atelier Faye,블랙 우드,1,False,,ci_d877021d43d8,,268.0,,0.003048780487804878
cf_24a691d70ca5,Bentley,포맨 아쥬르,1,False,,ci_518171a4f3e2,,,268.0,0.003048780487804878
cf_5d750132199b,Mancera,자르당 엑스클루시프,1,False,,ci_2f4d77d65b38,,,269.0,0.00303951367781155
cf_0808fbb8f8c2,Adidas,김재원 아디다스 겟 컴피 30m,1,False,,ci_6591ee6833ed,,270.0,,0.0030303030303030303
cf_45cfe4ea353d,Adidas,바이브 스무스 페이스,1,False,,ci_5af09bf5d215,271.0,,,0.0030211480362537764
cf_d3046c96ee74,Atelier Faye,실크 매그놀리아,1,False,,ci_c8263db73b5c,,271.0,,0.0030211480362537764
cf_405119679040,L'Occitane en Provence,버베나 & 인비고레이팅,1,False,,ci_90198f48e65a,,272.0,,0.0030120481927710845
cf_d35c4ea565c7,Montale,로즈 머스크,1,False,,ci_9fc3c852d933,,,273.0,0.003003003003003003
cf_95320e6af7be,시머스,상탈 팬텀,1,False,,ci_75acfa90d705,274.0,,,0.0029940119760479044
cf_d15da2d8ae42,Montale,퓨어 골드,1,False,,ci_e762cd7a9d4a,,,274.0,0.0029940119760479044
cf_7919c724003d,Issey Miyake,로디세이 뿌르 옴므,1,False,,ci_16d1dac7e3d3,275.0,,,0.0029850746268656717
cf_1870ace1bb17,Addct,에탄올 FREE,1,False,,ci_645e551cc4d2,,275.0,,0.0029850746268656717
cf_b507854e5092,로맨띠끄,명품 도손&화이트플로럴향 튜베로즈,1,False,,ci_1a425f8adb57,,276.0,,0.002976190476190476
cf_362a3098fb4f,Jill Stuart,LIMITED 크리스탈 블룸 썸씽 퓨어 블루 000원 상당,1,False,,ci_03db89ce6119,277.0,,,0.002967359050445104
cf_7d78a7d866f6,Adidas,김재원 아디다스 에너지 드라이브 30ml,1,False,,ci_2c9beac9d0e8,,277.0,,0.002967359050445104
cf_6df36174261f,Montale,인텐스 카페,1,False,,ci_b15c2acb2ca9,,,277.0,0.002967359050445104
cf_c6e1423d3600,Ex Nihilo,러스트 인 파라다이스,1,False,,ci_951ff379ce1b,278.0,,,0.0029585798816568047
cf_d96dfe80f282,슬로우허밍,플라워너리 릴리프 플레르베일,1,False,,ci_b53be752c6dd,,278.0,,0.0029585798816568047
cf_82d8a23662e3,ANILLO,패츌리가든 단독,1,False,,ci_d091a8acab36,,279.0,,0.0029498525073746312
cf_ca46381d50dc,슬로우허밍,프루티너리 터치피치,1,False,,ci_364e46e48e35,,281.0,,0.002932551319648094
cf_90be27c2ede8,Etat Libre d'Orange,헤르만,1,False,,ci_ec985663d1ef,282.0,,,0.0029239766081871343
cf_7b51b7bb61a7,슬로우허밍,플라워너리 플라워솝,1,False,,ci_c41a52adbb73,,282.0,,0.0029239766081871343
cf_43d204d893c8,Kenzo,로 뿌르 팜므,1,False,,ci_10b88a70f281,,284.0,,0.0029069767441860465
cf_70ace857ec9d,Montale,퓨어 러브,1,False,,ci_ebd53e0f3a15,,,284.0,0.0029069767441860465
cf_da3e826faecf,Versace,레드진,1,False,,ci_43fb1cd8f909,285.0,,,0.002898550724637681
cf_2dd2fade6502,Atelier des Ors,누다 베리타스,1,False,,ci_008f1b2b4638,,,285.0,0.002898550724637681
cf_5fbe09791de5,Davidoff,쿨워터맨 EDT125,1,False,,ci_b6a8d353474b,286.0,,,0.002890173410404624
cf_920e5a3f7d9f,Atelier des Ors,리비에라 드라이브,1,False,,ci_3bab723fc064,,,286.0,0.002890173410404624
cf_dbaa297d7596,Maison Martin Margiela,레플리카 체이싱 선셋,1,False,,ci_d4c9681992bb,287.0,,,0.002881844380403458
cf_1a914e781476,Marc Jacobs,데이지 오 쏘 프레쉬,1,False,,ci_07ca704561a6,,287.0,,0.002881844380403458
cf_baa9c9b62fda,Versace,에로스 1종,1,False,,ci_0acb93739a8b,,,287.0,0.002881844380403458
cf_d68d656b646e,Narciso Rodriguez,포 힘 블루 누와르,1,False,,ci_2f24ebaf093c,,288.0,,0.0028735632183908046
cf_297434d662b1,Ariana Grande,땡큐 넥스트 2 0,1,False,,ci_2fd40db92e1f,289.0,,,0.0028653295128939827
cf_67e4408e3833,토스,러브미,1,False,,ci_6d1c380aa36c,,289.0,,0.0028653295128939827
cf_3227a07a9ff1,Rance 1795,헬레네 포 우먼 3종,1,False,,ci_30c87416d5e7,,,289.0,0.0028653295128939827
cf_9b142e3b1ad4,Rance 1795,유제니 포 우먼 3종,1,False,,ci_39e4827e16fa,,,290.0,0.002857142857142857
cf_f70ecb184ba0,Rance 1795,조세핀 포 우먼,1,False,,ci_f8922395ef1b,,,291.0,0.002849002849002849
cf_e06d11a0b371,Lanvin,레 플레르 드 랑방 써니 매그놀리아,1,False,,ci_d5f3d77a3d05,292.0,,,0.002840909090909091
cf_7f97996c24a9,Memo Paris,마르파,1,False,,ci_86dc614dcc29,,293.0,,0.0028328611898017
cf_554bdf704cab,Rance 1795,오드 프랑스 3종,1,False,,ci_a7bf43ff1aa6,,,294.0,0.002824858757062147
cf_54d49be724c7,Moschino,토이 보이,1,False,,ci_282980a7211b,,295.0,,0.0028169014084507044
cf_e36d05459ec3,Rance 1795,프랑수와 찰스 포 맨 3종,1,False,,ci_4b4029191f03,,,295.0,0.0028169014084507044
cf_a8e4f4c0e3f0,Marc Jacobs,퍼펙트,1,False,,ci_f4b1990c867f,,296.0,,0.0028089887640449437
cf_cc49b06da9eb,Sennok,슬리핑로즈,1,False,,ci_6f816b0ebea7,297.0,,,0.0028011204481792717
cf_dbc799a42d11,Kenzo,옴므,2,False,,ci_92a3f91f742a|ci_a5b7d1b0a828,,297.0,,0.0028011204481792717
cf_57a0080000d6,N.C.P. Olfactives,601 앰버&가이악우드 파우치,1,False,,ci_dbe9baced91f,,299.0,,0.002785515320334262
cf_17b2a813fda9,Parfums Berdoues,그랑크뤼 바니라 무레아,1,False,,ci_902fcb8dd6cd,,,299.0,0.002785515320334262
cf_40270d74a652,The Body Shop,화이트 머스크 98110,1,False,,ci_07caf36ee06e,300.0,,,0.002777777777777778
cf_71578a32a775,포엘리에,옴므 우디&머스크 남자,1,False,,ci_7189a8cff0e0,,300.0,,0.002777777777777778
cf_1e692c097fa4,헤트라스 뷰티,핸드메이드 더 리본,1,False,,ci_d4a291c33943,301.0,,,0.002770083102493075
cf_f5464dcc9a3b,닉켈하우스,퓨어 젭퍼,1,False,,ci_a496085fe969,302.0,,,0.0027624309392265192
cf_83c5956c6842,Memo Paris,케두,1,False,,ci_24680e62d6d7,,302.0,,0.0027624309392265192
cf_2c99482b3df8,라퐁프,블랑쉬,1,False,,ci_7bd259aa5e84,303.0,,,0.0027548209366391185
cf_d5b889907a57,Narciso Rodriguez,퓨어 머스크 블랑 포 허 인텐스,1,False,,ci_487d7e45fd66,305.0,,,0.0027397260273972603
cf_c51501a90af1,Burberry,터치 포 우먼,1,False,,ci_8c8b2a7cfdc2,,305.0,,0.0027397260273972603
cf_ddaec9ecc10d,Dolce&Gabbana,라이트 블루 뿌르 옴므 리뉴얼,1,False,,ci_c433d1b6a85d,306.0,,,0.00273224043715847
cf_382bf90075ad,Kenzo,옴므 오 마린,1,False,,ci_bd1391fc2268,,306.0,,0.00273224043715847
cf_012dbd4d7324,든향,파자마 Pajama,1,False,,ci_f169826e372a,307.0,,,0.0027247956403269754
cf_31425a640bfc,Ariana Grande,모드 블러쉬,1,False,,ci_5b4183bc4a94,,307.0,,0.0027247956403269754
cf_abc3901d46fe,라퐁프,블랙베리앤베이,1,False,,ci_2ccc66e293c4,308.0,,,0.002717391304347826
cf_2c6ad37ba04d,Tommy Hilfiger,타미,1,False,,ci_8628eab03e58,,308.0,,0.002717391304347826
cf_17ef35268bfe,KINFOLK NOTES,가든 샤워,1,False,,ci_2693a00d479b,309.0,,,0.0027100271002710027
cf_b4f9427521d8,Tommy Hilfiger,타미나우,1,False,,ci_7b2ed46e866e,,309.0,,0.0027100271002710027
cf_28f7c46281f4,Elizabeth Arden,화이트티,1,False,,ci_8fcc2265df15,310.0,,,0.002702702702702703
cf_b76946269f68,Coach,러브,1,False,,ci_ddb91a563b5f,,310.0,,0.002702702702702703
cf_75dd10011089,루에브르,임현주 리베르떼,1,False,,ci_6998ac30750e,,311.0,,0.0026954177897574125
cf_bd1b753b8c13,Youssoful,히페리온 니치,1,False,,ci_dd21c26c8074,312.0,,,0.002688172043010753
cf_7a022a0a1a47,라피네르,키링굿즈 선물포장 키링 메탈 튤립,1,False,,ci_bd7c4574ee8d,315.0,,,0.0026666666666666666
cf_81bff4bc5e26,어레이드 오드 퍼퓸,오드 오크모스 머스크,1,False,,ci_17531ea3da3f,316.0,,,0.0026595744680851063
cf_698f7540d679,Ahro,니티 허그,1,False,,ci_c56976820c28,,316.0,,0.0026595744680851063
cf_7e37c4eac706,로맨띠끄,명품 블루드&우디향 블루 드 옴므,1,False,,ci_89da289a865f,,317.0,,0.002652519893899204
cf_08e7c868c7ff,Sabrina Carpenter,체리베이비,1,False,,ci_fb136e084ad2,318.0,,,0.0026455026455026454
cf_37506215b096,로맨띠끄,명품 옴브레레더&살냄새향 오리진 레더,1,False,,ci_aa6e8d3afdf0,,318.0,,0.0026455026455026454
cf_9c43911e38ab,Clean,리저브 블렌드 레인,1,False,,ci_0c3e36599029,320.0,,,0.002631578947368421
cf_b65791787e8f,Kenzo,겐조 옴므,1,False,,ci_cbf0d7465305,321.0,,,0.0026246719160104987
cf_2e818209adc0,Demeter Fragrance,리프레싱 오 파퓨메 블라썸 36,1,False,,ci_ea47bf82b845,,321.0,,0.0026246719160104987
cf_7827516486da,리베르,코튼 스팀 글로스 Steam Gloss,1,False,,ci_d3d6b5d738a1,322.0,,,0.002617801047120419
cf_fcf71d339e34,Clean,클래식 소프트 런드리,1,False,,ci_d042ddd14dbc,323.0,,,0.0026109660574412533
cf_d31a9392c5d5,Ahro,라이크 라일락,1,False,,ci_1bab7c5ac4ff,,325.0,,0.0025974025974025974
cf_5c83ac28d212,Calvin Klein,씨케이원 나이트 에센스 인텐스,1,False,,ci_27332baf1a94,326.0,,,0.0025906735751295338
cf_f49674368632,Bussi,HBD 해피벌쓰데이,1,False,,ci_0f4aec51b46a,,327.0,,0.002583979328165375
cf_9b95a82b7464,Vivienne Westwood,리우 도쿄레이,1,False,,ci_43d322183c78,328.0,,,0.002577319587628866
cf_ac9bd070243b,Demeter Fragrance,리프레싱 오 파퓨메 베르가못트리 시실리,1,False,,ci_ca7a6821a53b,,328.0,,0.002577319587628866
cf_c0a88111d45e,로그인 포레스트,더 딥 피그 우디끄,1,False,,ci_f974d3be25a5,329.0,,,0.002570694087403599
cf_2cc67a37bb17,Lush,더티,1,False,,ci_a2b3cbe832e0,330.0,,,0.002564102564102564
cf_0caabea9b051,Atelier Faye,위스테리아 위시,1,False,,ci_b9124576388f,,330.0,,0.002564102564102564
cf_25aa7ec73578,Sennok,린넨시트러스,1,False,,ci_edb25b6c3ea3,332.0,,,0.002551020408163265
cf_7f55897e1f19,아이젠틀맨,남친 콜 유 마인,1,False,,ci_c0996b76357a,,332.0,,0.002551020408163265
cf_fcba408c0d88,디아르망,여자가 좋아하는 남자 니치 블루마틴,1,False,,ci_1ec0f06d4fe6,333.0,,,0.002544529262086514
cf_38ccb52cc83b,아이젠틀맨,남친 메이크 미 호니,1,False,,ci_d80c1e1c0e35,,333.0,,0.002544529262086514
cf_666d4fa61d10,Elizabeth Arden,그린티 코코넛브리즈,1,False,,ci_5793667d500c,334.0,,,0.0025380710659898475
cf_5cc286f16866,Chwi 취,사찰,1,False,,ci_b529d8117e00,,334.0,,0.0025380710659898475
cf_5edbf794cff9,Versace,뿌르옴므 딜런블루,1,False,,ci_e1a8a151aae2,335.0,,,0.002531645569620253
cf_b3668950713f,Addct,네이키드 오크모스 501,1,False,,ci_a14095efca22,,335.0,,0.002531645569620253
cf_d23bb7b8cb9e,그라펜,타투 원우드,1,False,,ci_687504aac14b,336.0,,,0.0025252525252525255
cf_8208ef9f841b,Addct,블랑 드 블룸,1,False,,ci_0cd8bde37817,,336.0,,0.0025252525252525255
cf_d6dad2cd9e0e,라피네르,노드아이 오리진 메탈 튤립,1,False,,ci_784a273ea50d,337.0,,,0.0025188916876574307
cf_d3bf2ff184ea,Dolce&Gabbana,돌체 피오니,1,False,,ci_c2f8eb4a45af,,337.0,,0.0025188916876574307
cf_16a6bb740c5c,Adidas,아디다스 바이브 스무스 페이스,1,False,,ci_064e3172215c,338.0,,,0.002512562814070352
cf_e02aafd09d05,Dolce&Gabbana,돌체 바이올렛,1,False,,ci_991648232bc5,,338.0,,0.002512562814070352
cf_7ecf977bd837,ANILLO,엠버528,1,False,,ci_c0bd4a4f5b6e,339.0,,,0.002506265664160401
